,kcat_MW
A_AGM3PApp_num4,759.9962722999999
A_SDPTA_num2,386.76090330000005
A_MDDEP3pp_num3,549.3574467999999
A_MLDCP2App_num3,1783.449337
B_MLDCP3App_num4,331.2254077
A_EAR160x,83.44145658
B_NADPHXE_reverse,16886.73654
B_GCALDD,0.344347347
A_DHAD2,3818.008272
A_ABUTD,190.36024530000003
A_UGCIAMH,8978.046122
A_3HAD40_num1,359.0746392
B_SERD_L_num1,373.4314921
B_PLIPA2G161pp,178.811615
A_TREHpp,666.2792871
A_UDPKAAT,260.3172423
A_TALA_num1,708.9548467
B_NDPK4_num2,205.9630821
B_PSSA160,1022.692408
B_S4FE4SR,478.0835669
B_VPAMTr_reverse,218.53000989999998
A_TYRTA_reverse_num2,27.68056249
A_DHDPRy,438.1602831999999
A_TMAOR2,292.9010772
B_ADCL_num1,84.80551101
B_SULR,91.0756181
B_RNDR2b_num1,106.83665649999999
A_3PEPTabcpp_num3,129.2819586
A_ARGSL,786.9915855
B_NTP3_num1,361.35909039999996
A_ALDD3y_num2,105.46311920000001
B_TKT2_reverse_num2,2050.948953
A_DUTPDP_num1,272.60056549999996
A_MECDPDH5_num2,159.9955493
B_GLYK,203.0491398
A_PGPP180pp_num1,490.41787530000005
B_MLDCP1Bpp_num1,1058.899505
B_PMPK,15.71580241
A_AM4PA,1008.569676
B_NODOy,426.78275310000004
B_3OAS120_num2,109.12138829999999
B_GLUDC_num1,199.91841630000002
B_DPCOAK,101.8491095
B_NADH5_num4,229.20930819999998
B_ACONTb_reverse_num2,300.0478988
B_THIORDXi_num3,649.444134
A_ACOAD6f_reverse,11216.662709999999
A_F6PP_num1,812.7363002999999
B_ACACT3r_reverse_num2,452.0969734
B_GTPCI,0.11598582699999999
A_XYLK_num2,235.6739134
A_MDDCP1pp_num2,624.7939171
A_3OAS160_num2,108.02516920000001
B_DAGK180,234.0655426
A_ACOTA_reverse_num3,372.71706800000004
A_CRNCAR,7203.002458
