,MW,kcat,kcat_MW
ALATA_D2_num1,90.6332,9300.506998,102.616999
ALATA_D2_num2,145.9788,9300.506998,63.71135396
SHCHD2,99.9028,1224,12.25190886
CPPPGO,68.6453,900,13.11087576
GTHOr,97.545,25901.61614,265.5350468
DHORD5,36.7745,38657.17404,1051.195096
GLYCTO2,137.2828,50485.46818,367.7479493
GLYCTO3,137.2828,57086.12156,415.8286512
GLYCTO4,137.2828,117077.842,852.8223638
PFK_3,139.3682,208800,1498.189687
TRPS2,143.4143,9309.205094,64.91127519
G3PD5_num1,148.4235,60326.17992,406.4462832
G3PD5_num2,113.5011,60326.17992,531.503042
LEUTAi_num1,204.5619,54098.62261,264.4608923
LEUTAi_num2,87.0756,54098.62261,621.2833746
SHK3Dr,29.4136,46104.63948,1567.459933
SHK3Dr_reverse,62.4556,29504.42482,472.4063946
G5SD,178.5202,50400,282.3209922
ALATA_L2_num1,145.9788,22488.04715,154.0500891
ALATA_L2_num2,90.6332,22488.04715,248.1215178
MAN6PI,42.85,39462.13397,920.9366154
APRAUR,80.6766,1152,14.27923338
DB4PS,46.7069,1224,26.20597813
RBFK,34.7343,324,9.327955364
ACP1_FMN_num1,30.3709,23467.23572,772.688189
ACP1_FMN_num2,27.1218,23467.23572,865.2536233
ACP1_FMN_num3,30.1962,23467.23572,777.1585736
RBFSb,70.3347,108,1.535515187
DMATT,32.1596,432,13.4330029
GRTT,32.1596,432,13.4330029
UPP3S,27.7979,3600,129.5061857
UPPDC1,39.2481,2916,74.29659015
TMDPP,94.4142,30479.00062,322.8222092
HCO3E_num1,100.3871,32760,326.3367504
HCO3E_num2,47.5285,32760,689.2706481
IMPC,57.3292,17248.07481,300.860204
IMPD,208.0898,6480,31.14040188
ECOAH4_num1,77.0722,41618.87183,539.9984927
ECOAH4_num2,159.1878,41618.87183,261.4451097
GLUTRS,53.8157,324,6.020547907
TMPPP,23.0153,72,3.128353747
URIK1,24.3531,19423.5383,797.5797044
URIK2,24.3531,9433.623334,387.3684802
CYTDK1,24.3531,9981.4541,409.8637997
CYTDK2,24.3531,9559.089353,392.5204328
XPPT,67.8824,10439.90187,153.7939417
HXPRT_num1,67.8824,17665.84585,260.2419162
HXPRT_num2,80.461,17665.84585,219.5578709
NDPK5_num1,23.586,9864.913493,418.2529252
NDPK5_num2,61.8538,9864.913493,159.48759
DHORTS,77.6548,37265.83384,479.8909255
OMPDC,52.7005,86400,1639.453136
CS,288.0899,104400,362.3868799
ICDHyr,91.5134,39600,432.7235137
ACALD_num1,33.4425,347838.2822,10401.08491
ACALD_num2,3845.0896,347838.2822,90.46298484
ACS,72.0936,32028.81133,444.2670546
PPA_num1,116.2719,303342.6722,2608.907846
PPA_num2,26.9004,303342.6722,11276.51158
PPA_num3,118.2214,303342.6722,2565.886313
PPCK,59.6435,97061.54587,1627.361672
ME1,252.7893,60940.10038,241.0707272
ALAR_num1,77.6892,113967.7232,1466.969968
ALAR_num2,78.3059,113967.7232,1455.41681
ALATA_L_num1,91.0347,63159.7104,693.7981934
ALATA_L_num2,92.4324,63159.7104,683.3070482
XYLK_num1,122.1788,24801.49779,202.9934636
XYLK_num2,105.2365,24801.49779,235.6739134
RBK,64.581,59351.15383,919.018811
GLYK,224.9231,45670.44197,203.0491398
PPM,44.37,158919.1397,3581.679957
ASPTA_num1,87.1467,13921.64902,159.7495834
ASPTA_num2,87.0756,13921.64902,159.880024
FBP_num1,68.6469,274394.2568,3997.183512
FBP_num2,147.3357,274394.2568,1862.374542
FBP_num3,71.7046,274394.2568,3826.731574
FBP_num4,29.7211,274394.2568,9232.304888
GLGC,194.7906,18829.61562,96.66593573
PYK_num1,205.4286,427444.7782,2080.746197
PYK_num2,202.9177,427444.7782,2106.493313
A5PISO_num1,140.7843,55549.16712,394.5693314
A5PISO_num2,136.1257,55549.16712,408.0725911
IPPMIb,72.3693,23255.09457,321.3392222
ACHBS_num1,143.0927,67064.87156,468.6812923
ACHBS_num2,161.9222,67064.87156,414.1795971
ACLS_num1,161.9222,241177.3205,1489.464203
ACLS_num2,143.0927,241177.3205,1685.462085
PSCVT,46.0958,75600,1640.062652
ANS,228.7288,17526.9833,76.6277937
ANPRT,113.7399,18000,158.25581
CHORM_num1,86.2227,123098.1309,1427.676597
CHORM_num2,84.085,123098.1309,1463.972539
CHORS,156.5498,151200,965.8268487
IGPS,49.4923,18000,363.6929381
ECOAH6_num1,77.0722,36593.98049,474.8012966
ECOAH6_num2,159.1878,36593.98049,229.8793029
ENO,91.3099,828000,9068.020007
FBA_num1,78.2945,313200,4000.28099
FBA_num2,381.0919,37445.93179,98.2595846
MGSA,101.5115,10091.64245,99.41378514
PPS,174.8702,370888.9427,2120.938517
PGI,123.0595,41112000,334082.2935
PGK,41.1182,81612.68645,1984.831205
EDA,66.8521,44337.53138,663.2182292
PGL,36.3076,662400,18244.11418
RPE,24.5542,198533.1876,8085.508288
TALA_num1,70.4385,49937.71597,708.9548467
TALA_num2,35.6588,49937.71597,1400.431758
TKT1_num1,144.4235,182904.1236,1266.442951
TKT1_num2,73.0427,182904.1236,2504.07123
G6PDA,178.6452,151224.2552,846.5061205
ALCD2x_num1,3845.0896,65388.1289,17.00561904
ALCD2x_num2,141.5183,65388.1289,462.0471621
ALDD2y_num1,29.4102,22093.1682,751.207683
ALDD2y_num2,84.194,22093.1682,262.4078699
ALDD2y_num3,225.2254,22093.1682,98.09359069
ALDD2y_num4,31.488,22093.1682,701.6377096
ALDD2y_num5,36.5018,22093.1682,605.2624309
RMI,188.7978,34888.97517,184.795454
FMNAT,34.7343,324,9.327955364
NADDP_num1,59.3779,10638.00544,179.157657
NADDP_num2,73.6061,10638.00544,144.526139
NMNAT_num1,189.3833,9306.715666,49.14221933
NMNAT_num2,24.528,9306.715666,379.4323086
HMPK1_num1,114.5344,15927.76481,139.0653359
HMPK1_num2,61.6948,15927.76481,258.1702965
NDPK6_num1,23.586,9855.575546,417.8570146
NDPK6_num2,61.8538,9855.575546,159.3366219
NDPK8_num1,23.586,15171.87038,643.257457
NDPK8_num2,61.8538,15171.87038,245.285987
PYNP2r,162.9545,44972.73011,275.983358
DURIPP_num1,94.4142,31920.23239,338.0871986
DURIPP_num2,155.6995,31920.23239,205.0117848
PTRCTA,99.3227,36125.7943,363.7214282
CYSDS_num1,172.8495,13182.37802,76.26506308
CYSDS_num2,211.0938,13182.37802,62.44796399
TRPAS2,211.0938,23909.43164,113.2644902
NDP3_num1,17.4329,34101.47047,1956.155916
NDP3_num2,35.3527,34101.47047,964.6072427
CDPPH,35.3527,28855.36431,816.2138765
NDP7,35.3527,33721.60938,953.8623466
PMDPHT_num1,30.1962,9471.620437,313.6692841
PMDPHT_num2,27.1218,9471.620437,349.2253625
ILETA,204.5619,22229.68578,108.6697268
VALTA,204.5619,9473.113026,46.30927375
ORPT,47.134,11843.91592,251.2817906
RBFSa,969.3906,7200,7.427346624
DHAD2,131.0631,500400,3818.008272
G1PP_num1,22.7318,9921.660322,436.4661101
G1PP_num2,23.0075,9921.660322,431.2359153
G1PP_num3,29.7211,9921.660322,333.8254749
PFL_num1,118.3894,66265.40938,559.7241762
PFL_num2,198.9187,66265.40938,333.128104
PFL_num3,114.1398,66265.40938,580.5635666
PFL_num4,213.2029,66265.40938,310.8091371
FRD2,121.2166,39705.41401,327.5575623
FRD3,121.2166,40135.54568,331.1060175
POX,248.0455,11451.84521,46.1683248
PTAr_num1,463.0325,547821.7643,1183.117307
PTAr_num2,72.1335,547821.7643,7594.554046
ACKr_num1,42.4337,168823.2518,3978.518296
ACKr_num2,43.2904,168823.2518,3899.784982
ACKr_num3,43.3841,168823.2518,3891.362315
MOAT,47.2911,212400,4491.33135
UDCPDPS,56.8883,504,8.859466709
USHD,26.8942,20475.11943,761.3210071
LPADSS,84.7649,187200,2208.461285
TDSK,35.5893,26884.71438,755.4156553
NTPP1_num1,14.9271,29218.07367,1957.384467
NTPP1_num2,60.8246,29218.07367,480.3660636
NTPP2_num1,14.9271,10172.32877,681.4671818
NTPP2_num2,60.8246,10172.32877,167.2403726
NTPTP1,356.2976,28199.90188,79.14704416
NTPTP2,356.2976,58754.90664,164.9040202
IPMD_num1,79.034,17640,223.1950806
IPMD_num2,40.3149,17640,437.5553455
AIRC3,142.2426,11996.22974,84.33640653
ADSL2r,206.1712,54000,261.9182505
PUNP5_num1,179.0077,18776.87584,104.8942355
PUNP5_num2,155.6995,18776.87584,120.5968923
PUNP6_num1,155.6995,19606.60291,125.9259208
PUNP6_num2,179.0077,19606.60291,109.5293829
PUNP7,179.0077,19138.3919,106.9137914
RNDR1_num1,274.1399,9882.90527,36.05059048
RNDR1_num2,270.3917,9882.90527,36.5503278
RNDR3_num1,270.3917,12566.47479,46.47507594
RNDR3_num2,274.1399,12566.47479,45.83964169
RNDR4_num1,270.3917,10859.48639,40.16205523
RNDR4_num2,274.1399,10859.48639,39.61293628
TMDS,60.9594,26640,437.0121753
TMDK1,23.4566,9983.48333,425.6151075
PPCDC,521.2577,540,1.03595592
FTHFD,191.6083,11273.54495,58.83641236
EDD,64.639,48328.78694,747.6722558
DHQTi,54.9333,212400,3866.507201
PUNP1,155.6995,17754.49068,114.0304926
PUNP2,155.6995,16381.18715,105.2102746
PUNP3_num1,179.0077,16041.29791,89.61233461
PUNP3_num2,155.6995,16041.29791,103.0272924
LYSAM,38.7496,26321.80499,679.2793988
DHAD1,131.0631,1512000,11536.42787
IPPMIa,72.3693,11963.94288,165.3179301
G3PD7,148.4235,97058.71559,653.9309179
NADH9_num1,40.34,10293.42646,255.1667442
NADH9_num2,47.3587,10293.42646,217.3502748
NADH9_num3,83.3822,10293.42646,123.4487272
NADH9_num4,40.7511,10293.42646,252.5926039
NADH10_num1,40.34,21675.04155,537.308913
NADH10_num2,47.3587,21675.04155,457.6781362
NADH10_num3,40.7511,21675.04155,531.8885024
NADH10_num4,83.3822,21675.04155,259.9480651
MDH,64.6746,25920,400.775575
FUM_num1,120.2106,104334.9147,867.9343976
FUM_num2,120.5972,104334.9147,865.1520491
FUM_num3,201.9555,104334.9147,516.6232893
PYDXNK,61.6948,9300.850736,150.7558293
PYAM5PO,51.0903,9300.846143,182.0472016
OHPBAT,79.5666,3.6,0.045245115
GLUTRR,92.6136,9680.98199,104.5308895
GLCS1,52.8224,12943.08398,245.0302141
GLCP_num1,186.3451,26911.79951,144.4191423
GLCP_num2,181.0448,26911.79951,148.647183
HEMEOS,32.2485,10296.6826,319.2918306
ADMDC,30.3846,99039.6036,3259.532908
AGMT,67.1141,34948.09724,520.726602
ARGDC,844.2524,10396.28729,12.31419335
ARGSS,199.5936,10080,50.50262133
AGPR,35.9521,27140.71295,754.9131469
SPMS,64.6428,20729.78166,320.6819887
G1SAT,90.7322,324,3.570948351
KDOCT2,27.6144,15120,547.5404137
OAADC,66.8521,17454.56417,261.0922345
MNNH,44.838,54841.49543,1223.103069
ALTRH,54.0931,69858.52128,1291.449765
GUI1,53.9872,86159.1663,1595.918408
PGAMT,47.5436,36035.4739,757.9458413
UAGDP,147.5702,57600,390.3227074
UAGCVT,44.8176,11880,265.074435
GLUR,31.002,88419.50993,2852.058252
UAG2E,84.4892,57209.15714,677.1179883
MACPD,85.2266,17858.85608,209.5455654
DMQMT,53.1109,22755.67142,428.4557675
ICHORS_copy1,42.9316,50074.22462,1166.372197
HACD5_num1,159.1878,40209.19967,252.5897064
HACD5_num2,77.0722,40209.19967,521.7082122
HPPK2,18.0788,576,31.86052172
PTPATi,107.0198,1980,18.5012493
HEX7,32.4998,31530.95853,970.1893098
DXPRIi,86.776,11880,136.9042131
OPHBDC,333.6225,9504.978952,28.49022159
OHPHM,53.1109,24071.53907,453.2316167
GHMT2r,90.6332,3596400,39680.82336
DHORD2,36.7745,72000,1957.878421
ADK4,23.586,9420.738358,399.4207733
INSK,96.8976,38426.53993,396.5685417
ABTA_num1,91.5493,33853.97349,369.7895395
ABTA_num2,44.7291,33853.97349,756.8668605
SSALx,99.4357,21752.97002,218.7641865
ASPT,209.4245,20574.12224,98.24123844
SERD_L_num1,211.0938,78829.0727,373.4314921
SERD_L_num2,48.9066,78829.0727,1611.828929
SERD_L_num3,97.0433,78829.0727,812.3082449
SERD_L_num4,48.7529,78829.0727,1616.910434
SERD_L_num5,140.9296,78829.0727,559.3507162
THRD_num1,148.9562,74588.90951,500.7439067
THRD_num2,40.3513,74588.90951,1848.488388
KARA1,216.2761,15966.4598,73.82442998
KARA2,216.2761,281880,1303.334025
ACCOAC,252.4556,132480,524.7655429
NADK,195.3983,3960,20.2662971
ICHORS_copy2,97.5291,24753.81242,253.8095032
SUCBZS,35.4766,25537.98661,719.8544001
DHBD,104.9986,14589.98073,138.9540501
ICHORT,32.5543,13917.92539,427.5295549
RBK_L1,122.1788,26478.88451,216.7224143
RBP4E_num1,25.2777,84320.75084,3335.776231
RBP4E_num2,102.0756,84320.75084,826.0617703
RBP4E_num3,25.5609,84320.75084,3298.817758
NTD2_num1,25.3006,9722.766341,384.2899513
NTD2_num2,26.9004,9722.766341,361.4357534
NTD2_num3,27.1631,9722.766341,357.9402329
NTD4_num1,26.9004,25068.67115,931.9070032
NTD4_num2,27.1631,25068.67115,922.8943364
NTD5_num1,45.4161,10199.23647,224.5731463
NTD5_num2,26.9004,10199.23647,379.1481342
NTD5_num3,25.3006,10199.23647,403.1223161
NTD5_num4,20.2554,10199.23647,503.5317234
NTD6_num1,45.4161,14096.05511,310.3757282
NTD6_num2,26.9004,14096.05511,524.0091266
NTD6_num3,20.2554,14096.05511,695.9159093
LGTHL,29.8397,9557.43858,320.2927167
PYDXPP_num1,30.2013,29369.90364,972.4715042
PYDXPP_num2,30.3709,29369.90364,967.0409385
PYDXPP_num3,29.7077,29369.90364,988.6293331
PYDXPP_num4,27.1631,29369.90364,1081.242702
PDXPP,30.2013,22698.00031,751.5570624
HACD6_num1,159.1878,31487.30375,197.7997293
HACD6_num2,77.0722,31487.30375,408.5429474
ECOAH1_num1,77.0722,43149.26455,559.855104
ECOAH1_num2,159.1878,43149.26455,271.058866
ECOAH2_num1,77.0722,48500.51292,629.2867327
ECOAH2_num2,159.1878,48500.51292,304.6748113
ECOAH3_num1,77.0722,44125.78766,572.525342
ECOAH3_num2,159.1878,44125.78766,277.1932752
UGLT,79.2914,67891.37389,856.2261972
DXPS,135.2339,3960,29.28259852
CDPMEK,61.8507,4680,75.66607977
MECDPS,50.6926,324,6.391465421
DDGLK,33.9624,171581.3307,5052.096751
XYLI2,198.968,37166.12269,186.7944729
PMANM,50.4626,28985.11675,574.3880963
ICL,190.0863,58476.22074,307.6298541
GLYCL,364.0876,36542.3134,100.3668167
HCYSMT,33.4228,39542.54746,1183.100981
UDPG4E,74.5302,13617.81289,182.7153676
LACZ,465.9314,74153.44238,159.1509874
TRE6PH,63.8377,31368.07446,491.3722528
XYLI1,198.968,23950.64821,120.3743728
PPC,396.2504,3596400,9076.079166
G3PT_num1,30.4128,9873.825329,324.6601868
G3PT_num2,27.1631,9873.825329,363.5014166
CINNDO,126.9954,34531.83732,271.9140797
DHPPD,28.4996,16735.64013,587.2236849
DHCIND,28.4996,14890.46441,522.4797685
CITL,614.1003,144633.9099,235.5216402
GOFUCR,72.2823,10022.30239,138.6550012
PYDXK_num1,61.6948,9301.044856,150.7589757
PYDXK_num2,62.6444,9301.044856,148.4736841
GTPCII2,43.672,432,9.891921597
SADT2,350.9871,102441.8063,291.8677248
LCARS,81.0267,12525.20682,154.5812284
ALCD19_num1,141.5183,66988.94494,473.3588867
ALCD19_num2,3845.0896,66988.94494,17.42194641
RMPA,120.582,25917.542,214.9370719
SBTPD,111.4315,16357.75901,146.7965433
PFK_2,139.3682,28729.97065,206.1443762
GLTPD,74.7803,22429.04508,299.9325368
TGBPA_num1,172.3671,31362.76788,181.9533303
TGBPA_num2,77.9206,31362.76788,402.4964885
MANAO,53.5802,42550.17941,794.1399885
TAGURr,54.8083,28666.34973,523.0293538
PGLYCP,27.3892,10590.84588,386.6796358
GLXCL,129.4635,50871.83922,392.9434877
TARTD,110.826,40271.4679,363.375633
GLCRAL,164.305,24765.1176,150.7265001
KAS14_num1,85.2266,9362.983381,109.8598722
KAS14_num2,86.0915,9362.983381,108.7561883
EDTXS1,35.4068,12691.75649,358.4553388
EDTXS2,37.4104,22707.38756,606.9806139
EDTXS3,35.4934,16672.68023,469.7402962
EDTXS4,37.4104,63673.51745,1702.027176
NNDPR,65.5241,1656,25.27314377
HACD4_num1,159.1878,38552.38416,242.1817762
HACD4_num2,77.0722,38552.38416,500.2112845
HACD7_num1,77.0722,34363.09202,445.8558601
HACD7_num2,159.1878,34363.09202,215.8651104
AACPS1,89.3395,9300.085484,104.0982486
SDPDS,82.538,1540800,18667.76515
DMSOR1_num1,233.0425,51527.57551,221.1080619
DMSOR1_num2,144.0938,51527.57551,357.5974505
DKGLCNR2y,70.791,17120.40057,241.8443103
2DGULRy,70.791,19562.41623,276.340442
RZ5PP,23.3085,14207.16538,609.5272274
NTD9_num1,20.2554,9725.196348,480.1285755
NTD9_num2,26.9004,9725.196348,361.5260869
NTD9_num3,25.3988,9725.196348,382.8998357
NTD9_num4,27.1631,9725.196348,358.0296928
NTD10,26.9004,9327.137796,346.7285912
ADPT,39.7178,10116.3237,254.7050365
ADK1,23.586,111600,4731.620453
OCTDPS,70.4339,1080,15.33352548
AACPS2,89.3395,9300.082612,104.0982165
AACPS3,89.3395,20818.49733,233.0267948
AACPS4,89.3395,19801.47101,221.6429576
AMANK,29.6439,18940.18921,638.9236642
ACNML,130.3739,22534.19094,172.8428078
CAT_num1,336.6504,190740.2702,566.5826335
CAT_num2,320.0953,190740.2702,595.8858821
SERASr,141.991,58615.06414,412.8083057
DMSOR2,144.0938,94768.54027,657.6864533
ACMAMUT,27.9282,20034.19254,717.3463574
DDGALK,31.3736,25598.32552,815.9192927
AB6PGH_num1,53.1613,42497.06141,799.3984611
AB6PGH_num2,55.3608,42497.06141,767.6381376
AB6PGH_num3,53.9349,42497.06141,787.9325151
AMALT1,78.5035,57278.02975,729.6238989
MLTP2,181.0448,27243.36347,150.4785748
PACCOAL,48.9529,21124.09373,431.5187401
GP4GH,31.2967,10828.74747,346.0028524
ACGAMT,81.9145,10386.84518,126.801057
AADDGT,40.6396,231887.7737,5705.956104
GMHEPK,102.1012,1502082.994,14711.70754
TRE6PS,53.6112,26430.17295,492.9972273
UDCPDP_num1,29.0213,15096.38615,520.1829742
UDCPDP_num2,22.3986,15096.38615,673.9879345
UDCPDP_num3,29.7588,15096.38615,507.2914953
TREH,63.6967,19724.51893,309.6631212
CYTK1,24.7463,86400,3491.431042
CYTK2,24.7463,25750.10172,1040.563709
GK1,47.1854,151200,3204.381016
HACD1_num1,159.1878,38780.61833,243.6155178
HACD1_num2,77.0722,38780.61833,503.1725879
HACD2_num1,159.1878,39035.14214,245.214408
HACD2_num2,77.0722,39035.14214,506.4749954
ACACCT_num1,92.9717,27123.73889,291.7418837
ACACCT_num2,57.5623,27123.73889,471.2066559
BUTCT,92.9717,46897.97526,504.4328033
2DGULRx,70.791,20094.4938,283.8566174
G1PTT_num1,130.7742,10400.149,79.52752913
G1PTT_num2,130.9376,10400.149,79.42828492
TDPGDH_num1,39.7538,24678.10401,620.7734609
TDPGDH_num2,81.1167,24678.10401,304.2296347
UDPGALM,42.9659,651626.1936,15166.12462
TDPDRE,21.2701,18583.91096,873.710559
TDPDRR,32.6941,14288.31244,437.0303033
G3PD6,148.4235,29478.25323,198.6090695
ALLTN,198.4064,150250.7634,757.2878869
UAPGR,37.851,154800,4089.720219
NDPK7_num1,23.586,9921.020926,420.6317699
NDPK7_num2,61.8538,9921.020926,160.3946876
GLYAT,86.2341,10460.27884,121.3009568
ADNUC,32.5608,45598.68659,1400.416654
GMHEPPA,21.2942,283427.0473,13310.05848
S7PI,83.259,32534.6772,390.7646885
TRPS3,143.4143,35739.90722,249.2074167
CRNBTCT,90.2535,21541.32361,238.67577
CRNCBCT,90.2535,22065.27,244.4810451
CRNCDH,28.1902,39436.11997,1398.930124
FADRx,26.242,1090800,41566.95374
GTPDPK,83.8756,21923.85937,261.3854252
NDPK2_num1,23.586,24602.14215,1043.082428
NDPK2_num2,61.8538,24602.14215,397.7466566
NDPK3_num1,61.8538,17317.19681,279.9698128
NDPK3_num2,23.586,17317.19681,734.2150772
NDPK4_num1,23.586,12739.59929,540.1339477
NDPK4_num2,61.8538,12739.59929,205.9630821
FCLT_num1,33.0523,9524.036689,288.1504975
FCLT_num2,35.8844,9524.036689,265.4088319
FCLT_num3,93.5084,9524.036689,101.8522046
HBZOPT,32.5118,9461.03602,291.0031441
PNTK,72.7196,972,13.36641016
DPCOAK,22.6217,2304,101.8491095
HETZK,54.6783,11542.76602,211.1032351
KDOPS,123.3308,2592,21.01664791
KDOPP,79.9884,36000,450.0652595
AST,38.4559,24033.07158,624.951479
SGDS,35.8002,76498.5343,2136.81863
CYNTAH,170.4884,18024.11929,105.7205023
GSPMDA,141.0639,57857.65322,410.1520887
GSPMDS,141.0639,48666.39977,344.9954224
GUAD,50.2442,142271.6549,2831.603546
TMAOR1_num1,144.0938,100063.9026,694.4358647
TMAOR1_num2,233.0425,100063.9026,429.380489
TMAOR2,144.0938,42205.22924,292.9010772
DGK1,47.1854,9898.287581,209.7743705
DTMPK,23.7831,64800,2724.623787
NDPK1_num1,23.586,22045.90831,934.7031421
NDPK1_num2,61.8538,22045.90831,356.4196268
TRDR_num1,81.0527,36024.44087,444.4570122
TRDR_num2,84.8008,36024.44087,424.812512
PGMT_num1,58.361,111558.8515,1911.530843
PGMT_num2,20.7798,111558.8515,5368.620078
PGMT_num3,23.5649,111558.8515,4734.110966
FRUK,67.5114,65166.15067,965.2614324
RHCCE,19.4162,10.8,0.556236545
KG6PDC_num1,47.1562,21707.18087,460.3250658
KG6PDC_num2,23.4448,21707.18087,925.8846682
X5PL3E_num1,32.0066,240986.0357,7529.260706
X5PL3E_num2,32.4552,240986.0357,7425.190284
DOGULNR,73.1454,22733.58578,310.7999379
BETALDHx,211.6445,18043.37702,85.25322898
BETALDHy,211.6445,21034.4954,99.38597696
MLTG3,69.041,48889.46887,708.1222588
DKGLCNR1_num1,31.1096,10057.9245,323.3061338
DKGLCNR1_num2,29.4368,10057.9245,341.6785962
NADTRHD,412.4831,94594.50652,229.3294114
FMNRx2_num1,42.5067,17654.45437,415.3334503
FMNRx2_num2,26.242,17654.45437,672.755673
FMNRx2_num3,530.1587,17654.45437,33.30032002
ACPS1_num1,28.1046,21613.67893,769.0441753
ACPS1_num2,21.7678,21613.67893,992.9197682
GMPS2,117.3584,18000,153.3763241
AMPN,323.9695,22311.57137,68.86935767
GSNK,96.8976,69004.44076,712.1377698
ADCS,71.7414,9527.577685,132.8044572
ADCL_num1,59.4301,5040,84.80551101
ADCL_num2,18.7769,5040,268.4149141
DHAPT,360.8342,81935.07541,227.0712571
UMPK_num1,24.7463,42025.02012,1698.234488
UMPK_num2,155.8216,42025.02012,269.6995803
DDPGALA,21.3906,25821.72449,1207.152884
DURIK1,23.4566,13012.21128,554.7356087
UPPRT,67.5998,10152.73567,150.1888418
CTPS2,241.4966,39600,163.9774639
NTD1_num1,45.4161,18381.74158,404.7406444
NTD1_num2,26.9004,18381.74158,683.3259572
NTD1_num3,25.3006,18381.74158,726.5338205
NTD1_num4,20.2554,18381.74158,907.4983254
NTD7_num1,25.3988,9716.829343,382.5704105
NTD7_num2,26.9004,9716.829343,361.2150504
NTD7_num3,20.2554,9716.829343,479.7155002
NTD7_num4,27.1631,9716.829343,357.7216644
PAPPT3,39.8748,252000,6319.780914
UAGPT3,37.8147,61200,1618.418234
F6PA_num1,229.9682,67194.11527,292.1887255
F6PA_num2,23.5552,67194.11527,2852.623424
AGMHE,174.4658,38346.39454,219.7931889
GMHEPAT,102.1012,348334.2784,3411.657046
IDOND,37.1466,19621.3609,528.2141811
IDOND2,37.1466,9973.965222,268.5027761
GLYCLTDx_num1,70.791,20514.68636,289.7922951
GLYCLTDx_num2,35.3434,20514.68636,580.4389606
HPYRRy_num1,35.3434,9598.25048,271.5712263
HPYRRy_num2,70.791,9598.25048,135.5857451
ACODA,84.6947,93600,1105.145895
ADA,36.3975,38158.03206,1048.369587
DADA,36.3975,37137.1001,1020.32008
ADD,127.4787,96905.20187,760.1677917
ADSS,94.6899,11880,125.4621665
AGDC,163.7964,112916.4612,689.370836
ASNN_num1,148.509,12284.90508,82.7216201
ASNN_num2,33.394,12284.90508,367.8776151
ASNS2_num1,73.3011,68400,933.137429
ASNS2_num2,125.318,68400,545.8114557
ASPCT_num1,309.2879,34791.89775,112.4903294
ASPCT_num2,206.5642,34791.89775,168.4314017
DMPPS,69.5491,396,5.693819187
MCOATA,41.0567,17706.54298,431.2704864
IPDPS,69.5491,3096,44.51531364
DAPE,60.4171,302400,5005.20548
DHDPRy,115.0264,50400,438.1602832
HSK,67.2473,291600,4336.233574
SDPTA_num1,91.5493,17299.46712,188.9634014
SDPTA_num2,44.7291,17299.46712,386.7609033
SDPTA_num3,87.5339,17299.46712,197.6316275
SDPTA_num4,87.3307,17299.46712,198.0914744
SDPTA_num5,79.5666,17299.46712,217.4212185
THRS,47.1138,14400,305.6429326
HSST,71.4546,28800,403.0531274
PPNDH,86.2227,43200,501.0281515
DDPA_num1,152.0381,140719.9588,925.5572044
DDPA_num2,77.6079,140719.9588,1813.216938
DDPA_num3,77.4701,140719.9588,1816.442199
NMNDA,35.1634,23640.84149,672.3138687
NNAM,23.362,11380.49961,487.1372147
P5CD,287.6303,176721.467,614.4049045
SPMDAT1,87.548,32401.65086,370.1015541
SPMDAT2,87.548,18678.29696,213.3492137
TDPADGAT,24.2204,27137.47252,1120.43866
MALS_num1,60.2736,84473.14158,1401.494876
MALS_num2,80.4885,84473.14158,1049.505725
TRE6PP,29.1753,9577.301641,328.2674605
ADPRDP_num1,42.3063,13031.08768,308.0176636
ADPRDP_num2,47.3336,13031.08768,275.3031183
ARAI,336.4439,46557.9562,138.3825244
M1PD,41.139,21414.05704,520.5293527
G3PD2,72.7232,68644.24348,943.9112069
GALS3,101.3141,27314.25764,269.5997659
FCI,389.86,38459.23614,98.6488384
FCLK,52.2587,68205.67506,1305.154454
FCLPA_num1,23.2225,24648.80337,1061.419028
FCLPA_num2,95.1013,24648.80337,259.1847154
ACCOAL_num1,72.0936,16156.30072,224.1017333
ACCOAL_num2,69.3509,16156.30072,232.9645429
GALUi,131.769,10809.57201,82.034257
U23GAAT,108.1154,129600,1198.719146
UAAGDS,53.3436,28800,539.89607
UAMAS,107.2519,50400,469.921745
UAMAGS,46.9736,104400,2222.524993
UGLYCH,18.1696,91417.25945,5031.330324
OP4ENH,144.4494,26173.1843,181.1927519
HOPNTAL,36.4704,50874.6321,1394.95679
3HPPPNH,62.1857,16534.68041,265.8920043
AKGDH,2418.391,3596400,1487.104443
HPYRRx_num1,35.3434,16797.03153,475.2522827
HPYRRx_num2,70.791,16797.03153,237.2763703
GLYCDx,309.6976,19473.16795,62.87800729
ASP1DC,13.8337,252,18.21638463
UGMDDS,47.4472,57600,1213.981015
UHGADA,33.9559,75600,2226.417206
UAGAAT,92.8795,17547.89693,188.9318626
ATPPRT,66.7334,7920,118.6812001
HISTD,92.2207,11160,121.0140457
IGPDH,80.5559,13680,169.8199635
PRPPS,34.2183,28800,841.654904
PRATPP,22.7558,79200,3480.431363
PRMICI,26.0326,36000,1382.881464
SERAT,175.8998,136800,777.7154948
CYSS_num1,65.3283,47534.80306,727.6295734
CYSS_num2,68.9793,47534.80306,689.1169244
BPNT,27.1759,79200,2914.346903
PAPSR_num1,71.5064,32950.32997,460.8025291
PAPSR_num2,67.7583,32950.32997,486.2921586
ASPK_num1,177.7754,631361.1827,3551.454153
