,tyr:php,AG:GD=3:1,No.0glc,No.0xyl,AG:GD=2:1,No.1glc,No.1xyl,AG:GD=1:1,No.2glc,No.2xyl,AG:GD=1:2,No.3glc,No.3xyl,No.4glc,No.4xyl
271,0.012:0.09899999999999999,0.10667759668297094,,,1.0670163496730538,3.0490574915509985,6.0,1.9953477845679117,4.098133911655184,5.999999999999695,1.9814506259260725,5.112595726160315,6.0,7.859640178424403,6.0
272,0.012:0.1,0.10663640675181796,,,1.0669705980392337,3.0507291280122595,6.0,1.995304574691204,4.099800564901187,6.000000000000029,1.9814074160490236,5.114264070747063,6.0,7.8613096082917755,6.0
273,0.013000000000000001:0.01,0.10846608409656255,,,1.0698505261440232,2.9764742005941924,6.0,1.9988250345680854,3.9948897142887576,6.0,1.9849278759261324,4.978323612053488,6.0,7.725298007600845,6.0
274,0.013000000000000001:0.011,0.10846608409633518,,,1.0698505261440232,2.9764742005939366,6.0,1.9988250345680854,3.9948897142891235,6.0,1.9849278759261324,4.978323612053488,6.0,7.725298007600845,6.0
275,0.013000000000000001:0.012,0.10846608409633518,,,1.0698505261440232,2.976474200593928,6.0,1.9988250345680854,3.994889743036185,6.000000000000464,1.9849278759261324,4.978323612053488,6.0,7.725298007600845,6.0
276,0.013000000000000001:0.013000000000000001,0.10846608409656255,,,1.0698505261440232,2.976474200594185,6.0,1.9988250345680854,3.994889743036177,6.000000000000469,1.9849278759261324,4.978323612053488,6.0,7.725298004125303,6.0
277,0.013000000000000001:0.014,0.10846608409656255,,,1.0698505261440232,2.976474200594196,6.0,1.9988250345680854,3.994889743036185,6.000000000000464,1.9849278759261324,4.978323612053488,6.0,7.72529799223491,6.0
278,0.013000000000000001:0.015,0.10846608409633518,,,1.0698505261440232,2.9764742005939486,6.0,1.998825034567858,3.9948897430365284,6.0,1.9849278759261324,4.978323612053218,6.0,7.7252980041252926,6.0
279,0.013000000000000001:0.016,0.10846608409656255,,,1.0698505261440232,2.976474200594196,6.0,1.998825034567858,3.9948897430362016,6.000000000000483,1.9849278759261324,4.978323612053218,6.0,7.725297992234947,6.0
280,0.013000000000000001:0.017,0.10846608409656255,,,1.0698505261440232,2.976474200594196,6.0,1.998825034567858,3.9948897430361865,6.000000000000483,1.9849278759261324,4.978323612053218,6.0,7.725298007600845,6.0
281,0.013000000000000001:0.018000000000000002,0.10846608409656255,,,1.0698505261440232,2.976474200594196,6.0,1.998825034567858,3.994889743036185,6.000000000000464,1.9849278759261324,4.978325956679235,6.0,7.725298007600845,6.0
282,0.013000000000000001:0.019000000000000003,0.10846608409656255,,,1.0698505261440232,2.976474171846758,6.0,1.998804574691576,3.994889714289158,6.0,1.9849074160495093,4.979116326271766,6.0,7.726085788990457,6.0
283,0.013000000000000001:0.02,0.10846608409656255,,,1.0698505261440232,2.976474171846744,6.0,1.9987613648146407,3.9948897142887474,6.0000000000004645,1.9848642061724604,4.9807848123004606,6.0,7.7277579090338655,6.0
284,0.013000000000000001:0.020999999999999998,0.10846608409633518,,,1.0698505261440232,2.9764742005939446,6.0,1.9987181549383877,3.994889743036185,6.000000000000464,1.984820996296321,4.982453298331233,6.0,7.7294246487261935,6.0
285,0.013000000000000001:0.022,0.1084660840962215,,,1.0698505261440232,2.976474200593817,6.0,1.9986749450617936,3.994889714289145,6.0,1.9847777864199543,4.984121784360975,6.0,7.731096768771497,6.0
286,0.013000000000000001:0.023,0.1084660840962215,,,1.0698505261440232,2.9764742005938145,6.0,1.9986317351853131,3.9948897430361803,6.00000000000048,1.9847345765433602,4.9857902703910515,6.0,7.732766194431882,6.0
287,0.013000000000000001:0.024,0.1084660840962215,,,1.0698505261440232,2.9764741718463767,6.0,1.9985885253091737,3.9948897430361656,6.0000000000005045,1.9846913666672208,4.987458756422168,6.0,7.734432938330502,6.0
288,0.013000000000000001:0.025,0.1084660840962215,,,1.0698505261440232,2.976474171846385,6.0,1.9985453154325796,3.994889714289082,6.0,1.9846481567906267,4.989127242451902,6.0,7.736102368198368,6.0
289,0.013000000000000001:0.026000000000000002,0.1084660840962215,,,1.0698505261440232,2.976474171846392,6.0,1.9985021055556444,3.994889714288755,6.0,1.9846049469138052,4.990796316136059,6.0,7.737774484035869,6.0
290,0.013000000000000001:0.027000000000000003,0.1084660840962215,,,1.0698505261440232,2.976474171846392,6.0,1.998458895679164,3.9948897430361763,6.0,1.984561737037211,4.992464214510683,6.0,7.739443906220682,6.0
291,0.013000000000000001:0.028000000000000004,0.1084660840962215,,,1.0698505261440232,2.976474200593826,6.0,1.99841568580257,3.9948897142891475,6.0,1.984518527160617,4.994132700540414,6.0,7.741113317632812,6.0
292,0.013000000000000001:0.028999999999999998,0.1084660840962215,,,1.0698505261440232,2.976474200593819,6.0,1.9983724759256347,3.9948897142887545,6.0,1.9844753172837954,4.995801186569103,6.0,7.742782777479975,6.0
293,0.013000000000000001:0.03,0.1084660840962215,,,1.0698505261440232,2.976474171846393,6.0,1.9983292660494953,3.9948897430361736,6.000000000000487,1.9844321074074287,4.997469672600232,6.0,7.744449517537462,6.0
294,0.013000000000000001:0.031,0.1084660840962215,,,1.0698505261440232,2.976474171846393,6.0,1.9982860561729012,3.9948897430361767,6.000000000000484,1.984388897531062,4.999138158629965,6.0,7.746118947405621,6.0
295,0.013000000000000001:0.032,0.1084660840962215,,,1.0698505261440232,2.9764742005938207,6.0,1.9982428462965345,3.9948897430365076,6.0,1.9843456876544678,5.00080664466039,6.0,7.747788377273477,6.0
296,0.013000000000000001:0.033,0.10846608409656255,,,1.0698505261440232,2.9764741718467564,6.0,1.998199636420395,3.994889743036185,6.000000000000464,1.9843024777783285,5.002475130691511,6.0,7.749457807141856,6.0
297,0.013000000000000001:0.034,0.10846608409656255,,,1.0698505261440232,2.9764742005941884,6.0,1.998156426543801,3.994889743036187,6.000000000000447,1.9842592679017343,5.0041436167212465,6.0,7.751127237009722,6.0
298,0.013000000000000001:0.035,0.10846608409656255,,,1.0698505261440232,2.9764741718467516,6.0,1.9981132166668658,3.994889714289176,6.0,1.9842160580249129,5.005811410083462,6.0,7.752796666877332,6.0
299,0.013000000000000001:0.036000000000000004,0.10846608409633518,,,1.0698505261440232,2.9764741718465095,6.0,1.9980700067902717,3.9948897430361767,6.000000000000484,1.9841728481483187,5.007480588779677,6.0,7.754466096745214,6.0
300,0.013000000000000001:0.037,0.10846608409633518,,,1.0698505261440232,2.9764741718465113,6.0,1.9980267969137913,3.994889743036175,6.000000000000465,1.9841296382717246,5.009149074809757,6.0,7.756135526613082,6.0
301,0.013000000000000001:0.038,0.10846608409633518,,,1.0698071993464282,2.9764742005939433,6.0,1.997983587036856,3.9964680636597594,6.000000000000057,1.9840864283949031,5.010817269001253,6.0,7.757804956480703,6.0
302,0.013000000000000001:0.039,0.1084660840961078,,,1.0697614477116986,2.9764742005936875,6.0,1.9979403771607167,3.9981347169047785,5.999999999998542,1.9840432185187638,5.012486431047412,6.0,7.759474386349066,6.0
303,0.013000000000000001:0.04,0.1084660840961078,,,1.069715696077651,2.976474200593699,6.0,1.9978971672841226,3.9998013414018483,6.0,1.9840000086421696,5.014154917077115,6.0,7.761143816216922,6.0
304,0.013000000000000001:0.041,0.10846608409667624,,,1.0696699444437172,2.976474200594316,6.0,1.9978539574076422,4.001467994647797,6.0,1.9839567987655755,5.015823403107227,6.0,7.762813246084787,6.0
305,0.013000000000000001:0.042,0.1084660840961078,,,1.0696241928106929,2.976474200593696,6.0,1.9978107475315028,4.003134647896257,6.0,1.9839135888894361,5.017491889138434,6.0,7.764482675953169,6.0
306,0.013000000000000001:0.043000000000000003,0.1084660840962215,,,1.0695784411765317,2.976474200594041,6.0,1.9977675376549087,4.0048013298889344,5.999996394736974,1.983870379012842,5.01916037516817,6.0,7.766152105821035,6.0
307,0.013000000000000001:0.044000000000000004,0.10846608409667624,,,1.0695326895423705,2.9764742005943186,6.0,1.9977243277779735,4.006467983134584,5.999996394736612,1.9838271691360205,5.0208289945170375,6.0,7.7678215356886415,6.0
308,0.013000000000000001:0.045000000000000005,0.10846608409656255,,,1.0694869379087777,2.9764742005941947,6.0,1.9976811179013794,4.008134636380834,5.999996394737408,1.9837839592594264,5.022496686225182,6.0,7.769490965556526,6.0
309,0.013000000000000001:0.046000000000000006,0.10846608409633518,,,1.069441186274389,2.9764741718465086,6.0,1.997637908024899,4.009801289626225,5.999996394736607,1.9837407493828323,5.024165937715752,6.0,7.771160395424379,6.0
310,0.013000000000000001:0.047,0.10846608409633518,,,1.0693954346404553,2.9764742005939357,6.0,1.9975946981479638,4.011467942872125,5.9999963947367,1.9836975395060108,5.0258337187678945,6.0,7.772829825291998,6.0
311,0.013000000000000001:0.048,0.10846608409633518,,,1.0693496830073173,2.9764741718465118,6.0,1.9975514882718244,4.013134596118867,5.999996394738412,1.9836543296298714,5.027502204798919,6.0,7.7744992551603795,6.0
312,0.013000000000000001:0.049,0.10846608409633518,,,1.0693039313733834,2.9764741718465118,6.0,1.9975082783952303,4.014801249364769,5.999996394738507,1.9836111197532773,5.029170690828689,6.0,7.7761686850282485,6.0
313,0.013000000000000001:0.05,0.10846608409576675,,,1.069258179739336,2.9764741718458843,6.0,1.9974650685187498,4.016467902610533,5.999996394738389,1.9835679098766832,5.030839176858747,6.0,7.777840805073223,6.0
314,0.013000000000000001:0.051000000000000004,0.10846608409576675,,,1.0692124281048336,2.9764742005933176,6.0,1.9974218586426105,4.018134555855786,5.999996394737355,1.9835247000005438,5.032507583160836,6.0,7.779507544764493,6.0
315,0.013000000000000001:0.052000000000000005,0.10846608409656255,,,1.0691666764708998,2.976474171846757,6.0,1.9973786487660163,4.019801209101686,5.999996394737458,1.9834814901239497,5.034176733192401,6.0,7.7811769746323645,6.0
316,0.013000000000000001:0.053000000000000005,0.10846608409656255,,,1.0691209248368523,2.9764741718467644,6.0,1.9973354388891948,4.021467862347899,6.0,1.9834382802471282,5.035842165205011,6.0,7.782846404499928,6.0
317,0.013000000000000001:0.054,0.10846608409656255,,,1.0690751732028048,2.97647417184676,6.0,1.997292229012487,4.02313448684614,6.0,1.983395070370534,5.037510651234728,6.0,7.784515834367825,6.0
318,0.013000000000000001:0.055,0.10846608409656255,,,1.069029421568871,2.9764741718467613,6.0,1.9972490191356655,4.02480114009207,6.0,1.9833518604934852,5.039179137264305,6.0,7.786185264235197,6.0
319,0.013000000000000001:0.056,0.10844876373050738,,,1.0689836699348234,2.977177094978708,6.0,1.9972058092590714,4.026467822084859,6.000000000000359,1.9833086506171185,5.0408476232941375,6.0,7.787854694103285,6.0
320,0.013000000000000001:0.057,0.10840757379878596,,,1.0689379183000938,2.978848760186763,6.0,1.997162599382932,4.028134475329879,5.999999999998865,1.983265440740979,5.042516109324469,6.0,7.7895241239716695,6.0
321,0.013000000000000001:0.058,0.10836638386638242,,,1.06889216666616,2.980520367899197,6.0,1.997119389506338,4.029801128575763,5.9999999999989795,1.983222230864385,5.044184595354297,6.0,7.791193553839547,6.0
322,0.013000000000000001:0.059000000000000004,0.10832519393500206,,,1.0688464150321124,2.9821920331076477,6.0,1.9970761796298575,4.031467781821524,5.9999999999988685,1.9831790209877909,5.045853081384273,6.0,7.792862983707406,6.0
323,0.013000000000000001:0.060000000000000005,0.10828400400384908,,,1.0688006633989744,2.983863669568901,6.0,1.9970329697537181,4.033134435068293,6.000000000000561,1.9831358111116515,5.047521567414595,6.0,7.794532413575778,6.0
324,0.013000000000000001:0.061000000000000006,0.1082428140725824,,,1.0687549117646995,2.985535277282568,6.0,1.996989759877124,4.034801088313801,5.999999999999996,1.9830926012350574,5.049190053444421,6.0,7.7962018434436615,6.0
325,0.013000000000000001:0.062000000000000006,0.10820162414120205,,,1.0687091601305383,2.9872069137435875,6.0,1.9969465500001888,4.036467741559431,5.999999999999656,1.9830493913582359,5.050858539473902,6.0,7.797871273311239,6.0
326,0.013000000000000001:0.063,0.10816043421107224,,,1.0686634084967181,2.9888785502059427,6.0,1.9969033401235947,4.038134366058016,6.0000000000000036,1.9830061814816418,5.052527025503721,6.0,7.799540703179133,6.0
327,0.013000000000000001:0.064,0.10811924428003294,,,1.0686176568627843,2.990550186667296,6.0,1.9968601302467732,4.039801019303911,6.000000000000087,1.982962971604593,5.054195511533303,6.0,7.801212775858312,6.0
328,0.013000000000000001:0.065,0.10807805434808415,,,1.0685719052288505,2.992221823127678,6.0,1.996816920370179,4.041467672549915,6.0,1.9829197617282261,5.05586399756314,6.0,7.802879562914642,6.0
329,0.013000000000000001:0.066,0.10803686441670379,,,1.0685261535958261,2.993893459588671,6.0,1.9967737104940397,4.0431343545441,6.00000000000213,1.9828765518520868,5.057532483593469,6.0,7.8045489927829745,6.0
330,0.013000000000000001:0.067,0.10799567448555081,,,1.0684804019617786,2.9955651247973645,6.0,1.996730500617332,4.044801007789863,6.000000000001991,1.9828333419754927,5.059200969623185,6.0,7.806218422650858,6.0
331,0.013000000000000001:0.068,0.10795448455382939,,,1.0684346503278448,2.9972367325105598,6.0,1.9966872907409652,4.046467661035763,6.000000000002086,1.9827901320988985,5.060869455653265,6.0,7.8078878525187285,6.0
332,0.013000000000000001:0.069,0.10791329462244903,,,1.0683888986928878,2.998908368971531,6.0,1.9966440808647121,4.048134314280521,6.000000000000137,1.9827469222227592,5.06253794168348,6.0,7.809557282387086,6.0
333,0.013000000000000001:0.06999999999999999,0.10787210469118236,,,1.068343147058954,3.0005800054326746,6.0,1.996600870988118,4.049800967526407,6.000000000000236,1.982703712346165,5.064206427713309,6.0,7.811229402432733,6.0
334,0.013000000000000001:0.071,0.10783091475957463,,,1.0682973954251338,3.0022516418934098,6.0,1.9965576611110691,4.051467620772431,6.0000000000005755,1.9826605024693436,5.065874913742648,6.0,7.812896142122563,6.0
335,0.013000000000000001:0.072,0.10778972482944482,,,1.068251643790859,3.0039232783557854,6.0,1.9965144512345887,4.053134274017939,6.000000000000007,1.9826172925927494,5.067543399772614,6.0,7.814565571990441,6.0
336,0.013000000000000001:0.073,0.10774853489874658,,,1.0682058921571524,3.005594914817515,6.0,1.9964712413576535,4.054800927264068,6.000000000000561,1.9825740827157006,5.069211885802071,6.0,7.816235001857842,6.0
337,0.013000000000000001:0.074,0.10770734496736623,,,1.0681601405228776,3.0072665800259313,6.0,1.9964280314810594,4.056467580509597,5.9999999999999805,1.9825308728393338,5.070880371831892,6.0,7.8179044317259585,6.0
338,0.013000000000000001:0.075,0.10766615503609955,,,1.068114388888148,3.0089381877396395,6.0,1.9963848216050337,4.058134233754629,5.999999999998494,1.9824876629631945,5.072548857862364,6.0,7.819573861594319,6.0
339,0.013000000000000001:0.076,0.1076249651047192,,,1.0680686372541004,3.0106098242006434,6.0,1.9963416117284396,4.059800887000364,5.999999999998381,1.9824444530866003,5.074217343892183,6.0,7.821243291462198,6.0
340,0.013000000000000001:0.077,0.10758377517186091,,,1.0680228856201666,3.012281460660019,6.0,1.9962984018518455,4.061467540246266,5.999999999998462,1.9824012432100062,5.075885829922017,6.0,7.822912721330059,6.0
341,0.013000000000000001:0.078,0.10754258524025317,,,1.0679771339871422,3.01395312586821,6.0,1.9962551919759335,4.063134193493147,6.000000000000411,1.9823580333338668,5.0775543159526,6.0,7.82458215119842,6.0
342,0.013000000000000001:0.079,0.10750139530910019,,,1.0679313823532084,3.0156247335820217,6.0,1.9962119820989983,4.064800846739027,6.000000000000507,1.982314823456818,5.079225305264675,6.0,7.82625158106579,6.0
343,0.013000000000000001:0.08,0.10746020537783352,,,1.0678856307189335,3.017296370043141,6.0,1.9961687722224042,4.066467471237103,6.0,1.9822716135804512,5.080894358272736,6.0,7.82792101093392,6.0
344,0.013000000000000001:0.081,0.10741901544645316,,,1.0678398790849997,3.0189680352515675,6.0,1.99612556234581,4.068134124483009,6.0,1.9822284037038571,5.082562844302467,6.0,7.829590440801778,6.0
345,0.013000000000000001:0.082,0.1073778255150728,,,1.0677941274511795,3.0206396717125714,6.0,1.9960823524688749,4.069800806476437,6.000000000000373,1.9821851938268082,5.0842313303310505,6.0,7.831262530499229,6.0
346,0.013000000000000001:0.08299999999999999,0.1073366355840335,,,1.0677483758170183,3.022311308173942,6.0,1.9960391425922808,4.071467459722087,6.000000000000032,1.9821419839504415,5.0858998163607705,6.0,7.832929300537265,6.0
347,0.013000000000000001:0.08399999999999999,0.10729544565265314,,,1.0677026241841077,3.0239829446349287,6.0,1.9959959327161414,4.073134112969092,6.000000000002196,1.9820987740743021,5.087567740040857,6.0,7.834598730405633,6.0
348,0.013000000000000001:0.08499999999999999,0.10725425571979486,,,1.0676568725501738,3.025654581094311,6.0,1.995952722839661,4.074800766214969,6.00000000000231,1.982055564197708,5.08923617270001,6.0,7.836268160273503,6.0
349,0.013000000000000001:0.086,0.10721306578852818,,,1.0676111209161263,3.0273262175554487,6.0,1.9959095129631805,4.076467419460744,6.000000000002188,1.982012354321114,5.090904712101011,6.0,7.837937590141372,6.0
350,0.013000000000000001:0.087,0.10717187585714782,,,1.0675653692811693,3.028997854016434,6.0,1.9958663030871548,4.078134072705527,6.000000000000225,1.9819691444449745,5.092573198132415,6.0,7.839607020009731,6.0
351,0.013000000000000001:0.088,0.10713068592588115,,,1.0675196176471218,3.0306694617301297,6.0,1.9958230932102197,4.079800725951262,6.000000000000116,1.9819259345679257,5.094241666541234,6.0,7.841276449877103,6.0
352,0.013000000000000001:0.089,0.1070894959945008,,,1.0674738660130743,3.032341098191119,6.0,1.9957798833336255,4.081467379197035,5.999999999999981,1.981882724691559,5.095907662281016,6.0,7.84294587974522,6.0
353,0.013000000000000001:0.09,0.10704830606459836,,,1.0674281143791404,3.0340127634011758,6.0,1.9957366734569177,4.083134032442928,6.000000000000096,1.9818395148149648,5.097578834393635,6.0,7.844615309613095,6.0
354,0.013000000000000001:0.091,0.107007116133218,,,1.0673823627448655,3.0356843711147183,6.0,1.9956934635800962,4.084800656940624,6.0,1.981796304937916,5.099247108807903,6.0,7.8462847394804625,6.0
355,0.013000000000000001:0.092,0.10696592620195133,,,1.067336611111159,3.037356036323288,6.0,1.9956502537035021,4.086467338934575,6.00000000000008,1.9817530950615492,5.100915615262307,6.0,7.847954169348584,6.0
356,0.013000000000000001:0.093,0.10692473627022991,,,1.0672908594764294,3.0390276727838854,6.0,1.9956070438273628,4.088133992179596,5.999999999998591,1.9817098851854098,5.102581606400486,6.0,7.849623599216942,6.0
357,0.013000000000000001:0.094,0.1068835463385085,,,1.067245107842382,3.0406992804971087,6.0,1.9955638339507686,4.089800645425366,5.999999999998474,1.9816666753088157,5.104250092430322,6.0,7.851295688915888,6.0
358,0.013000000000000001:0.095,0.10684235640712814,,,1.0671993562083344,3.042370916958073,6.0,1.9955206240741745,4.091467298671123,5.999999999998329,1.9816234654322216,5.105921648720811,6.0,7.852962458952692,6.0
359,0.013000000000000001:0.096,0.1068011664764299,,,1.0671536045751964,3.044042582167272,6.0,1.9954774141980351,4.093133951917892,6.000000000000043,1.9815802555560822,5.107590268072351,6.0,7.854631888821052,6.0
360,0.013000000000000001:0.097,0.10675997654504954,,,1.0671078529410352,3.0457141898808264,6.0,1.9954342043211,4.094800605163529,5.999999999999714,1.9815370456790333,5.109258612658284,6.0,7.856301318688425,6.0
361,0.013000000000000001:0.09799999999999999,0.10671878661491974,,,1.067062101307215,3.047385826343191,6.0,1.9953909944445058,4.096467258409529,6.000000000000029,1.9814938358026666,5.110927098687984,6.0,7.857970748556538,6.0
362,0.013000000000000001:0.09899999999999999,0.106677596683312,,,1.0670163496732812,3.0490574628039457,6.0,1.9953477845680254,4.098133911655433,6.000000000000127,1.9814506259260725,5.11259558471809,6.0,7.859640178424403,6.0
363,0.013000000000000001:0.1,0.1066364067522727,,,1.0669705980390063,3.0507291280127506,6.0,1.9953045746910902,4.0998005649009395,5.999999999999565,1.9814074160490236,5.114264070746668,6.0,7.8613096082917755,6.0
364,0.014:0.01,0.10827798409638945,,,1.0696611967319996,2.9764367063434896,6.0,1.99863577345684,3.99485093452036,5.99999999999992,1.9849278759261324,4.978291150685413,6.0,7.725297992234934,6.0
365,0.014:0.011,0.10827798409638945,,,1.0696611967319996,2.9764367063434896,6.0,1.9986357734567264,3.9948509345203767,5.99999999999993,1.9849278759261324,4.97829115068506,6.0,7.725295313948052,6.0
366,0.014:0.012,0.10827798409604839,,,1.0696611967319996,2.976436706343118,6.0,1.99863577345684,3.9948509345203727,5.999999999999945,1.9849278759261324,4.978291150685413,6.0,7.725298007600845,6.0
367,0.014:0.013000000000000001,0.10827798409604839,,,1.0696611967319996,2.9764367063431156,6.0,1.9986357734567264,3.9948509057729513,6.0,1.9849278759261324,4.97829115068506,6.0,7.725298007600845,6.0
368,0.014:0.014,0.10827798409604839,,,1.0696611967319996,2.9764367350905285,6.0,1.9986357734567264,3.9948509345203767,5.99999999999993,1.9849278759261324,4.97829115068506,6.0,7.725298007600845,6.0
369,0.014:0.015,0.10827798409604839,,,1.0696611967319996,2.9764367063431156,6.0,1.9986357734567264,3.9948509345203767,5.99999999999993,1.9849278759261324,4.97829115068506,6.0,7.725298004125262,6.0
370,0.014:0.016,0.10827798409638945,,,1.0696611967319996,2.9764367063434825,6.0,1.9986357734567264,3.9948509345203767,5.99999999999993,1.9849278759261324,4.97829115068506,6.0,7.725298007600845,6.0
371,0.014:0.017,0.10827798409616207,,,1.0696611967319996,2.976436735090653,6.0,1.9986357734567264,3.9948509345203758,5.999999999999954,1.9849278759261324,4.97829115068506,6.0,7.725298007600845,6.0
372,0.014:0.018000000000000002,0.10827798409616207,,,1.0696611967319996,2.976436706343244,6.0,1.9986357734567264,3.9948509345203767,5.99999999999993,1.9849278759261324,4.97829115068506,6.0,7.725298007600845,6.0
373,0.014:0.019000000000000003,0.1082779840959347,,,1.0696611967319996,2.9764367063429953,6.0,1.9986153135801032,3.9948509345203767,5.99999999999993,1.9849074160495093,4.9790811788199925,6.0,7.726085788990444,6.0
374,0.014:0.02,0.10827798409616207,,,1.0696611967319996,2.9764367350906777,6.0,1.9985721037032818,3.994850905772899,6.0,1.9848642061724604,4.98074964618733,6.0,7.727755218857815,6.0
375,0.014:0.020999999999999998,0.10827798409616207,,,1.0696611967319996,2.9764367350906755,6.0,1.9985288938271424,3.9948509345203767,5.99999999999993,1.984820996296321,4.982418132218375,6.0,7.7294246487261935,6.0
376,0.014:0.022,0.10827798409638945,,,1.0696611967319996,2.976436735090924,6.0,1.998485683950662,3.994850934520374,6.0,1.9847777864199543,4.984086618248455,6.0,7.731094078594298,6.0
377,0.014:0.023,0.10827798409638945,,,1.0696611967319996,2.9764367063434873,6.0,1.9984424740740678,3.9948509057729233,6.0,1.9847345765433602,4.985755235302134,6.0,7.732766194431882,6.0
378,0.014:0.024,0.10827798409638945,,,1.0696611967319996,2.976436706343475,6.0,1.9983992641979285,3.9948509057729327,6.0,1.9846913666672208,4.987421139227207,6.0,7.734432938330502,6.0
379,0.014:0.025,0.10827798409638945,,,1.0696611967319996,2.9764367063434816,6.0,1.998356054321448,3.994850905772904,6.0,1.9846481567906267,4.989089625257163,6.0,7.736102368198368,6.0
380,0.014:0.026000000000000002,0.10827798409638945,,,1.0696611967319996,2.9764367063434825,6.0,1.9983128444445128,3.9948509057729327,6.0,1.9846049469138052,4.99076060261644,6.0,7.737774484035869,6.0
381,0.014:0.027000000000000003,0.10827798409638945,,,1.0696611967319996,2.9764367063434825,6.0,1.9982696345679187,3.9948509345203806,5.999999999999943,1.984561737037211,4.992429100598662,6.0,7.73944388776501,6.0
382,0.014:0.028000000000000004,0.10827798409638945,,,1.0696611967319996,2.9764367063434958,6.0,1.9982264246913246,3.9948509345203758,5.999999999999962,1.984518527160617,4.994097586628394,6.0,7.741113347978828,6.0
383,0.014:0.028999999999999998,0.10827798409479783,,,1.0696611967319996,2.9764367063417425,6.0,1.9981832148145031,3.9948509345203824,5.999999999999912,1.9844753172837954,4.995766786139288,6.0,7.742782777479975,6.0
384,0.014:0.03,0.10827798409479783,,,1.0696611967319996,2.9764367350891914,6.0,1.9981400049383637,3.9948509057729296,5.999999999999946,1.9844321074074287,4.997435109422079,6.0,7.744452180901965,6.0
385,0.014:0.031,0.10827798409479783,,,1.0696611967319996,2.9764367063417567,6.0,1.9980967950617696,3.9948509057729544,6.0,1.984388897531062,4.99910299820008,6.0,7.746118947405621,6.0
386,0.014:0.032,0.10827798409479783,,,1.0696611967319996,2.9764367063417425,6.0,1.9980535851851755,3.994850905772928,6.0,1.9843456876544678,5.000771484229832,6.0,7.747788377273477,6.0
387,0.014:0.033,0.10827798409627576,,,1.0696611967319996,2.97643670634335,6.0,1.9980103753090361,3.9948509057729344,5.999999999999949,1.9843024777783285,5.002439964578236,6.0,7.749457807141856,6.0
388,0.014:0.034,0.10827798409650313,,,1.0696611967319996,2.9764367350910517,6.0,1.9979671654325557,3.9948509345203687,5.999999999999961,1.9842592679017343,5.004108507436328,6.0,7.751127237009722,6.0
389,0.014:0.035,0.10827798409650313,,,1.0696611967319996,2.9764367350910517,6.0,1.9979239555556205,3.9948509345203886,5.999999999999995,1.9842160580249129,5.0057777592938795,6.0,7.752796666877332,6.0
390,0.014:0.036000000000000004,0.10827798409638945,,,1.0696611967319996,2.976436735090928,6.0,1.9978807456790264,3.994850905772891,6.0,1.9841728481483187,5.007445294683716,6.0,7.754466096745214,6.0
391,0.014:0.037,0.10827798409638945,,,1.0696611967319996,2.9764367350909207,6.0,1.997837535802546,3.9948509345203687,6.0,1.9841296382717246,5.0091138630281655,6.0,7.756135526613082,6.0
392,0.014:0.038,0.10827798409604839,,,1.0696178699347456,2.976436706343106,6.0,1.9977943259256108,3.9964292551443337,6.0000000000002185,1.9840864283949031,5.010782352903487,6.0,7.757804956480703,6.0
393,0.014:0.039,0.10827798409604839,,,1.069572118300016,2.9764367350905423,6.0,1.9977511160493577,3.9980958796418857,6.0,1.9840432185187638,5.012450820506794,6.0,7.759474386349066,6.0
394,0.014:0.04,0.10827798409604839,,,1.0695263666658548,2.9764367063431094,6.0,1.9977079061728773,3.999762532887538,6.0,1.9840000086421696,5.01411942361444,6.0,7.761143816216922,6.0
395,0.014:0.041,0.10827798409604839,,,1.0694806150318072,2.976436706343123,6.0,1.9976646962962832,4.0014291861333025,5.999999999998244,1.9839567987655755,5.015785401734875,6.0,7.762813246084787,6.0
396,0.014:0.042,0.10827798409604839,,,1.0694348633986692,2.9764367063431214,6.0,1.9976214864201438,4.003095868127502,5.999999999999925,1.9839135888894361,5.017456297025098,6.0,7.764482675953169,6.0
397,0.014:0.043000000000000003,0.10827798409604839,,,1.0693891117647354,2.9764367350905565,6.0,1.9975782765436634,4.0047625213733795,6.00000000000004,1.983870379012842,5.019124783055159,6.0,7.766152105821035,6.0
398,0.014:0.044000000000000004,0.10827798409616207,,,1.0693433601306879,2.9764367350906804,6.0,1.9975350666667282,4.00642917461917,5.999999999999926,1.9838271691360205,5.020793182922977,6.0,7.7678215356886415,6.0
399,0.014:0.045000000000000005,0.10827798409638945,,,1.069297608496754,2.976436735090929,6.0,1.997491856790134,4.008095799117671,6.0,1.9837839592594264,5.022459345854456,6.0,7.769490965556526,6.0
400,0.014:0.046000000000000006,0.10827798409638945,,,1.0692518568627065,2.976436735090929,6.0,1.9974486469134263,4.009762481110801,5.9999999999999245,1.9837407493828323,5.024130282965226,6.0,7.771160395424379,6.0
401,0.014:0.047,0.10827798409638945,,,1.0692061052287727,2.9764367063439905,6.0,1.9974054370366048,4.011429134356707,6.000000000000021,1.9836975395060108,5.025796317913747,6.0,7.772829825291998,6.0
402,0.014:0.048,0.10827798409638945,,,1.069160353595521,2.976436706343482,6.0,1.997362227160579,4.013095758855894,6.000000000001542,1.9836543296298714,5.0274648039442,6.0,7.7744992551603795,6.0
