,fluxes,equ,kcat_MW,enz
B_EX_feenter_e,0.0,B_feenter_e --> ,,
B_INOSTO,0.0,B_inost_c + B_o2_c --> B_glcur_c + B_h2o_c + B_h_c,490.96832069999994,0.0
B_APH161,0.0,B_h2o_c + B_hdceap_c --> 2.0 B_h_c + B_hdcea_c + B_pi_c,986.8924847000001,0.0
A_EX_dmso_e,0.0,A_dmso_e --> ,,
B_GTPtex_reverse_num2,0.0,B_gtp_p --> B_gtp_e,,
B_RPE_reverse,0.0,B_xu5p__D_c --> B_ru5p__D_c,4413.377637,0.0
B_GAL1Ptex_reverse_num2,0.0,B_gal1p_p --> B_gal1p_e,,
A_LYXtex_num1,0.0,A_lyx__L_e --> A_lyx__L_p,,
A_GMPtex_num2,0.0,A_gmp_e --> A_gmp_p,,
A_GALabcpp_num1,0.0,A_atp_c + A_gal_p + A_h2o_c --> A_adp_c + A_gal_c + A_h_c + A_pi_c,,
A_SUCDi,0.3653582851418823,A_q8_c + A_succ_c --> A_fum_c + A_q8h2_c,1079.106067,0.0003385749522821303
A_UAG2E_reverse,0.0,A_uacmam_c --> A_uacgam_c,766.4734672000001,0.0
B_OAADC,0.0,B_h_c + B_oaa_c --> B_co2_c + B_pyr_c,261.0922344,0.0
A_MLDCP1Bpp_num2,0.0,A_h2o_p + A_murein4p4p_p --> A_ala__D_p + A_murein4p3p_p,1110.3288029999999,0.0
A_CYSItex_reverse_num4,0.0,A_cysi__L_p --> A_cysi__L_e,,
A_TKT2_num2,0.0,A_e4p_c + A_xu5p__D_c --> A_f6p_c + A_g3p_c,4436.658632,0.0
B_IDONtex_num2,0.0,B_idon__L_e --> B_idon__L_p,,
A_NTD5_num3,0.0,A_dtmp_c + A_h2o_c --> A_pi_c + A_thymd_c,403.12231610000003,0.0
A_FADtex_reverse_num3,0.0,A_fad_e --> A_fad_p,,
B_chol_e_con_2_reverse,0.0,B_chol_e --> chol_e,,
B_H2O2tex_reverse_num4,0.0,B_h2o2_p --> B_h2o2_e,,
B_PROD3,0.0,B_pro__L_c + B_q8_c --> B_1pyr5c_c + B_h_c + B_q8h2_c,214.19094750000002,0.0
B_EX_ag_e,0.0,B_ag_e --> ,,
B_2AGPGAT161,0.0,B_2agpg161_c + B_atp_c + B_hdcea_c --> B_amp_c + B_pg161_c + B_ppi_c,119.52460090000001,0.0
B_G3PGtex_num4,0.0,B_g3pg_e --> B_g3pg_p,,
A_DADA,0.0,A_dad_2_c + A_h2o_c + A_h_c --> A_din_c + A_nh4_c,1020.3200800000001,0.0
A_EX_ala__L_e,0.0,A_ala__L_e --> ,,
B_RIBtex_num2,0.0,B_rib__D_e --> B_rib__D_p,,
A_Ftex_num2,0.0,A_f_p --> A_f_e,,
A_5MTRtex_num3,0.0,A_5mtr_e --> A_5mtr_p,,
A_Htex_reverse_num4,0.0,A_h_p --> A_h_e,,
A_cit_e_con_1,0.0,A_cit_e --> cit_e,,
B_AMPTASECG_num1,0.0,B_cgly_c + B_h2o_c --> B_cys__L_c + B_gly_c,292.4706478,0.0
B_MLDCP1App_num3,0.0,B_h2o_p + B_murein5px4p_p --> B_alaala_p + B_murein3px4p_p,177.70711799999998,0.0
A_GHBDHx_reverse,0.0,A_ghb_c + A_nad_c --> A_h_c + A_nadh_c + A_sucsal_c,1084.353,0.0
B_FORt2pp_num1,0.0,B_for_p + B_h_p --> B_for_c + B_h_c,,
B_gtp_e_con_2,0.0,gtp_e --> B_gtp_e,,
B_MELIBtex_num3,0.0,B_melib_e --> B_melib_p,,
B_GALTtex_num4,0.0,B_galt_e --> B_galt_p,,
B_CS1tex_reverse_num4,0.0,B_cs1_p --> B_cs1_e,,
A_METAT,8.980000000000001e-05,A_atp_c + A_h2o_c + A_met__L_c --> A_amet_c + A_pi_c + A_ppi_c,0.128719686,0.0006976399864741747
B_ALAtex_num2,0.0,B_ala__L_e --> B_ala__L_p,,
A_URAtex_reverse_num4,0.0,A_ura_p --> A_ura_e,,
A_H2Otex_reverse_num8,0.0,A_h2o_p --> A_h2o_e,,
B_DGSNtex_reverse_num1,0.0,B_dgsn_p --> B_dgsn_e,,
B_CLtex_num1,0.0,B_cl_e --> B_cl_p,,
A_MDDEP1pp_num4,0.0,A_h2o_p + A_murein4px4p_p --> A_murein4p4p_p,579.5630940000001,0.0
A_FUCtpp_reverse,0.0,A_fuc__L_c + A_h_c --> A_fuc__L_p + A_h_p,,
B_progly_e_con_2_reverse,0.0,B_progly_e --> progly_e,,
B_DGMPtex_reverse_num2,0.0,B_dgmp_p --> B_dgmp_e,,
B_GLNtex_num3,0.0,B_gln__L_e --> B_gln__L_p,,
B_PSSA141,0.0,B_cdpdtdec7eg_c + B_ser__L_c --> B_cmp_c + B_h_c + B_ps141_c,203.1286072,0.0
A_MANtex_num1,0.0,A_man_e --> A_man_p,,
A_FDMO3,0.0,A_ethso3_c + A_fmnh2_c + A_o2_c --> A_acald_c + A_fmn_c + A_h2o_c + A_h_c + A_so3_c,118.51537579999999,0.0
B_ASPT,0.0,B_asp__L_c --> B_fum_c + B_nh4_c,98.24123843,0.0
A_OROTtex_reverse_num1,0.0,A_orot_p --> A_orot_e,,
B_MNLtex_reverse_num1,0.0,B_mnl_p --> B_mnl_e,,
A_ILEtex_num3,0.0,A_ile__L_e --> A_ile__L_p,,
B_PNTOtex_num3,0.0,B_pnto__R_e --> B_pnto__R_p,,
A_TMAtex_num2,0.0,A_tma_e --> A_tma_p,,
B_ETHSO3tex_reverse_num1,0.0,B_ethso3_p --> B_ethso3_e,,
A_O2Stex_reverse_num4,0.0,A_o2s_p --> A_o2s_e,,
B_ECOAH8_num1,0.0,B_3hodcoa_c --> B_h2o_c + B_od2coa_c,244.7449952,0.0
B_DTMPtex_num2,0.0,B_dtmp_e --> B_dtmp_p,,
B_ULA4Ntppi,0.0,B_uLa4n_c --> B_uLa4n_p,1402.968061,0.0
A_LDGUNPD,0.0,A_5pg35pg_c + A_h2o_c --> 2.0 A_gmp_c + A_h_c,596.2546732999999,0.0
A_dhps_e_con_1,0.0,A_dhps_e --> dhps_e,,
B_DAMPtex_reverse_num2,0.0,B_damp_p --> B_damp_e,,
A_3HBZCT,0.0,A_3hbzcoa_c + A_h2o_c --> A_3hbz_c + A_coa_c,494.335314,0.0
B_DMSOR1_num1,0.0,B_dmso_c + B_mql8_c --> B_dms_c + B_h2o_c + B_mqn8_c,221.1080619,0.0
B_PRASCSi,0.04477940000000605,B_5aizc_c + B_asp__L_c + B_atp_c --> B_25aics_c + B_adp_c + B_h_c + B_pi_c,155.5843675,0.0002878142625736872
B_NI2tex_reverse_num3,0.0,B_ni2_p --> B_ni2_e,,
B_ACCOAL_num1,0.0,B_atp_c + B_coa_c + B_ppa_c --> B_adp_c + B_pi_c + B_ppcoa_c,224.10173319999998,0.0
B_FUCtex_num3,0.0,B_fuc__L_e --> B_fuc__L_p,,
B_ARGORNt7pp_reverse,0.0,B_arg__L_c + B_orn_p --> B_arg__L_p + B_orn_c,,
A_CO2tex_reverse_num4,0.0,A_co2_p --> A_co2_e,,
A_HPPK2,6.690000000000862e-05,A_6hmhpt_c + A_atp_c --> A_6hmhptpp_c + A_amp_c + A_h_c,31.86052172,2.0997772914061566e-06
B_fe3hox_e_con_2,0.0,fe3hox_e --> B_fe3hox_e,,
A_GLYtex_num3,0.0,A_gly_e --> A_gly_p,,
A_ALTRH,0.0,A_altrn_c --> A_2ddglcn_c + A_h2o_c,1291.449765,0.0
B_CYSDtex_reverse_num3,0.0,B_cys__D_p --> B_cys__D_e,,
A_PSSA181,0.0,A_cdpdodec11eg_c + A_ser__L_c --> A_cmp_c + A_h_c + A_ps181_c,346.6760149,0.0
A_ARBTtex_num1,0.0,A_arbt_e --> A_arbt_p,,
B_NTD11pp_num1,0.0,B_h2o_p + B_imp_p --> B_ins_p + B_pi_p,265.48768459999997,0.0
B_ECOAH8_num2,0.0,B_3hodcoa_c --> B_h2o_c + B_od2coa_c,118.4954828,0.0
A_DHPPD,0.0,A_cechddd_c + A_nad_c --> A_dhpppn_c + A_h_c + A_nadh_c,587.2236847999999,0.0
B_GTHOXtex_reverse_num2,0.0,B_gthox_p --> B_gthox_e,,
A_NTD3_num3,0.0,A_dcmp_c + A_h2o_c --> A_dcyt_c + A_pi_c,555.8659941000001,0.0
A_urea_e_con_1,0.0,A_urea_e --> urea_e,,
B_pro__L_e_con_2_reverse,0.0,B_pro__L_e --> pro__L_e,,
A_PYDXNtex_num2,0.0,A_pydxn_e --> A_pydxn_p,,
A_DXYLONtex_reverse_num2,0.0,A_dxylnt_p --> A_dxylnt_e,,
A_CYTK1_reverse,0.0,A_adp_c + A_cdp_c --> A_atp_c + A_cmp_c,906.6989996,0.0
A_G3PEtex_num4,0.0,A_g3pe_e --> A_g3pe_p,,
B_EX_enlipa_e,0.0,B_enlipa_e --> ,,
A_EX_cm_e,0.0,A_cm_e --> ,,
A_GALURtex_reverse_num2,0.0,A_galur_p --> A_galur_e,,
A_SADH,0.0,2.0 A_h2o_c + 2.0 A_h_c + A_sucarg_c --> A_co2_c + 2.0 A_nh4_c + A_sucorn_c,636.0944900000001,0.0
B_MINCYCtex_num2,0.0,B_mincyc_e --> B_mincyc_p,,
A_glyc3p_e_con_1,0.0,A_glyc3p_e --> glyc3p_e,,
A_DHAtpp_reverse,0.0,A_dha_c --> A_dha_p,,
B_G3PEtex_num3,0.0,B_g3pe_e --> B_g3pe_p,,
B_PYDXK_num2,0.0,B_atp_c + B_pydx_c --> B_adp_c + B_h_c + B_pydx5p_c,148.4736841,0.0
B_FMNtex_num1,0.0,B_fmn_p --> B_fmn_e,,
B_spmd_e_con_2_reverse,0.0,B_spmd_e --> spmd_e,,
B_CPMPS,0.0,B_gtp_c + B_h2o_c --> B_cpmp_c + B_ppi_c,139.7921489,0.0
A_malt_e_con_1,0.0,A_malt_e --> malt_e,,
B_CLPNS120pp_reverse_num1,0.0,B_clpn120_p + B_glyc_p --> 2.0 B_pg120_p,360.7857439,0.0
B_acald_e_con_2_reverse,0.0,B_acald_e --> acald_e,,
B_LALALGLUtex_reverse_num3,0.0,B_LalaLglu_p --> B_LalaLglu_e,,
B_ORNtex_num4,0.0,B_orn_e --> B_orn_p,,
A_MAN1PT2,0.0,A_gdp_c + A_h_c + A_man1p_c --> A_gdpmann_c + A_pi_c,3282.4225239999996,0.0
A_12PPDRtex_reverse_num4,0.0,A_12ppd__R_p --> A_12ppd__R_e,,
A_3HAD60_num2,0.03558800000000002,A_3hhexACP_c --> A_h2o_c + A_thex2eACP_c,346.3309332,0.00010275720875169005
B_MLTGY4pp_num5,0.0,B_murein4px4p4p_p --> B_anhgm4p_p + B_murein4px4p_p,361.31599769999997,0.0
A_XYLUtex_reverse_num1,0.0,A_xylu__L_p --> A_xylu__L_e,,
B_TARTRDtex_num1,0.0,B_tartr__D_e --> B_tartr__D_p,,
A_XYLUt2pp,0.0,A_h_p + A_xylu__L_p --> A_h_c + A_xylu__L_c,,
A_NTPP11,0.0,A_h2o_c + A_xtp_c --> A_h_c + A_ppi_c + A_xmp_c,232.0679175,0.0
B_FMNtex_reverse_num3,0.0,B_fmn_e --> B_fmn_p,,
A_G6PDH2r,0.864556736171716,A_g6p_c + A_nadp_c --> A_6pgl_c + A_h_c + A_nadph_c,10017.16202,8.6307552423088e-05
B_fe3dhbzs_e_con_2,0.0,fe3dhbzs_e --> B_fe3dhbzs_e,,
A_EX_idon__L_e,0.0,A_idon__L_e --> ,,
A_TDSK,0.0019456,A_atp_c + A_lipidAds_c --> A_adp_c + A_h_c + A_lipidA_c,755.4156554,2.5755357147976843e-06
A_IMPtex_reverse_num4,0.0,A_imp_p --> A_imp_e,,
B_FALDtex_num1,0.0,B_fald_e --> B_fald_p,,
B_NAtex_reverse_num2,0.0,B_na1_p --> B_na1_e,,
A_ICL,0.0,A_icit_c --> A_glx_c + A_succ_c,307.62985410000005,0.0
A_EX_octa_e,0.0,A_octa_e --> ,,
B_MELIBtex_num4,0.0,B_melib_e --> B_melib_p,,
B_EX_glyc3p_e,0.0,B_glyc3p_e --> ,,
B_orn_e_con_2_reverse,0.0,B_orn_e --> orn_e,,
B_PGPP160_num2,0.0,B_h2o_c + B_pgp160_c --> B_pg160_c + B_pi_c,327.6817483,0.0
B_NMNtex_reverse_num3,0.0,B_nmn_p --> B_nmn_e,,
B_LIPOt2pp,0.0,B_h_p + B_lipoate_p --> B_h_c + B_lipoate_c,,
B_DNTPPA_num1,0.0,B_ahdt_c + B_h2o_c --> B_dhpmp_c + B_h_c + B_ppi_c,548.5794469,0.0
A_ACGAM1Ptex_reverse_num1,0.0,A_acgam1p_p --> A_acgam1p_e,,
B_CHTBStex_reverse_num4,0.0,B_chtbs_p --> B_chtbs_e,,
B_HPPPNt2rpp_reverse,0.0,B_3hpppn_c + B_h_c --> B_3hpppn_p + B_h_p,,
A_NTPP4_num1,0.0,A_ctp_c + A_h2o_c --> A_cmp_c + A_h_c + A_ppi_c,635.053545,0.0
A_mincyc_e_con_1,0.0,A_mincyc_e --> mincyc_e,,
B_EX_mg2_e,0.0,B_mg2_e --> ,,
A_ACHBS_num2,0.7591591574853184,A_2obut_c + A_h_c + A_pyr_c --> A_2ahbut_c + A_co2_c,414.1795971,0.0018329226325989835
A_ECA4OALpp,0.0,A_colipa_p + A_eca4und_p --> A_eca4colipa_p + A_h_p + A_udcpdp_p,212.2921305,0.0
B_LPLIPAL2A140,0.0,B_2tdecg3p_c + B_h2o_c --> B_glyc3p_c + 2.0 B_h_c + B_ttdca_c,238.5954332,0.0
B_PYRtex_num2,0.0,B_pyr_e --> B_pyr_p,,
B_fald_e_con_2_reverse,0.0,B_fald_e --> fald_e,,
B_sbt__D_e_con_2,0.0,sbt__D_e --> B_sbt__D_e,,
B_CYSTL_num2,0.0153911,B_cyst__L_c + B_h2o_c --> B_hcys__L_c + B_nh4_c + B_pyr_c,192.38585680000003,8.000120308220078e-05
B_N2Otex_reverse_num2,0.0,B_n2o_p --> B_n2o_e,,
A_ASAD_reverse,0.0778547,A_4pasp_c + A_h_c + A_nadph_c --> A_aspsa_c + A_nadp_c + A_pi_c,283.37319049999996,0.0002747426454232621
A_GLCURtex_num4,0.0,A_glcur_e --> A_glcur_p,,
B_CSNtex_reverse_num2,0.0,B_csn_p --> B_csn_e,,
A_CYNTt2pp,0.0,A_cynt_p + A_h_p --> A_cynt_c + A_h_c,,
B_CYNTtex_num4,0.0,B_cynt_e --> B_cynt_p,,
A_ACNAMtex_num1,0.0,A_acnam_e --> A_acnam_p,,
A_2AGPG161tipp,0.0,A_2agpg161_p --> A_2agpg161_c,,
B_EX_adocbl_e,0.0,B_adocbl_e --> ,,
A_SHKK_num2,0.03811190000000002,A_atp_c + A_skm_c --> A_adp_c + A_h_c + A_skm5p_c,3198.9347329999996,1.1913934850511382e-05
A_ECOAH8_reverse_num1,0.0,A_h2o_c + A_od2coa_c --> A_3hodcoa_c,318.2778369,0.0
A_CLtex_num4,0.0,A_cl_e --> A_cl_p,,
B_GLYOX3,0.0,B_h2o_c + B_mthgxl_c --> B_h_c + B_lac__D_c,149.1025334,0.0
B_GALBDtex_reverse_num1,0.0,B_gal_bD_p --> B_gal_bD_e,,
B_glu__L_e_con_2_reverse,0.0,B_glu__L_e --> glu__L_e,,
A_CPGNexs,0.0,A_cpgn_un_e + A_fe3_e --> A_cpgn_e,,
A_SERASr,0.0,A_atp_c + A_h_c + A_ser__L_c --> A_ppi_c + A_seramp_c,412.8083057,0.0
B_MLTGY4pp_num4,0.0,B_murein4px4p4p_p --> B_anhgm4p_p + B_murein4px4p_p,199.0505698,0.0
A_DUTPDP_num1,0.0026166,A_dutp_c + A_h2o_c --> A_dump_c + A_h_c + A_ppi_c,272.60056549999996,9.598659471599667e-06
B_ACACCT_num1,0.0,B_acac_c + B_accoa_c --> B_aacoa_c + B_ac_c,291.7418838,0.0
A_MN6PP_num4,0.0,A_h2o_c + A_man6p_c --> A_man_c + A_pi_c,388.88957220000003,0.0
B_DGMPtex_reverse_num4,0.0,B_dgmp_p --> B_dgmp_e,,
B_ALD5,0.0,B_2mbal_c + B_h2o_c + B_nadp_c --> B_2mba_c + B_h_c + B_nadph_c,42.40052185,0.0
A_AACPS8,0.0,A_ACP_c + A_atp_c + A_dca_c --> A_amp_c + A_dcaACP_c + A_ppi_c,216.0314082,0.0
B_UAG2E,0.0,B_uacgam_c --> B_uacmam_c,677.1179884,0.0
B_HG2abcpp,0.0,B_atp_c + B_h2o_c + B_hg2_c --> B_adp_c + B_h_c + B_hg2_p + B_pi_c,,
B_CFAS180E,0.0,2.0 B_amet_c + B_pe181_c --> 2.0 B_ahcys_c + B_cpe180_c + 2.0 B_h_c,18358.78181,0.0
A_DURItex,0.0,A_duri_e --> A_duri_p,,
B_PAPA181pp,0.0,B_h2o_p + B_pa181_p --> B_12dgr181_p + B_pi_p,320.4568974,0.0
B_CHLabcpp,0.0,B_atp_c + B_chol_p + B_h2o_c --> B_adp_c + B_chol_c + B_h_c + B_pi_c,,
B_cs1_e_con_2_reverse,0.0,B_cs1_e --> cs1_e,,
A_ALDD2y_num4,0.0,A_acald_c + A_h2o_c + A_nadp_c --> A_ac_c + 2.0 A_h_c + A_nadph_c,701.6377096,0.0
B_3OAR121,0.015042800000000002,B_3ocddec5eACP_c + B_h_c + B_nadph_c --> B_3hcddec5eACP_c + B_nadp_c,90.96163709,0.0001653752118062281
A_DTMPtex_reverse_num1,0.0,A_dtmp_p --> A_dtmp_e,,
A_CYStex_reverse_num3,0.0,A_cys__L_p --> A_cys__L_e,,
A_CA2tex_num4,0.0,A_ca2_e --> A_ca2_p,,
B_EX_cu2_e,0.0,B_cu2_e --> ,,
B_D_LACtex_reverse_num3,0.0,B_lac__D_p --> B_lac__D_e,,
B_glyc2p_e_con_2,0.0,glyc2p_e --> B_glyc2p_e,,
B_ARBtex_reverse_num1,0.0,B_arab__L_p --> B_arab__L_e,,
B_3OAS141,0.015042800000000002,B_cddec5eACP_c + B_h_c + B_malACP_c --> B_3ocmrs7eACP_c + B_ACP_c + B_co2_c,109.121532,0.00013785363643904855
B_cmp_e_con_2_reverse,0.0,B_cmp_e --> cmp_e,,
B_mal__L_e_con_2_reverse,0.0,B_mal__L_e --> mal__L_e,,
A_CUt2pp_num3,0.0,A_cu_c --> A_cu_p,,
A_SELNPS,0.0,A_atp_c + A_h2o_c + A_seln_c --> A_amp_c + A_pi_c + A_selnp_c,1251.223093,0.0
B_EX_gthrd_e,0.0,B_gthrd_e --> ,,
A_MALDtex_num2,0.0,A_mal__D_e --> A_mal__D_p,,
A_ADK3_reverse,0.0,A_adp_c + A_gdp_c --> A_amp_c + A_gtp_c,520.6136462000001,0.0
A_DHFR_num1,0.0,A_dhf_c + A_h_c + A_nadph_c --> A_nadp_c + A_thf_c,667.1741208999999,0.0
A_PLIPA2G140pp,0.0,A_h2o_p + A_pg140_p --> A_1agpg140_p + A_h_p + A_ttdca_p,140.2166877,0.0
B_EX_feoxam_un_e,0.0,B_feoxam_un_e --> ,,
A_SQtex,0.0,A_sq_e --> A_sq_p,,
B_FACOAL100t2pp_num1,0.0,B_atp_c + B_coa_c + B_dca_p + B_h_p --> B_amp_c + B_dcacoa_c + B_h_c + B_ppi_c,155.6588395,0.0
A_ACSERtex_reverse_num4,0.0,A_acser_p --> A_acser_e,,
A_CYTDtex_num4,0.0,A_cytd_e --> A_cytd_p,,
B_DOXRBCNtex_num3,0.0,B_doxrbcn_e --> B_doxrbcn_p,,
A_psuri_e_con_1,0.0,A_psuri_e --> psuri_e,,
A_GMPtex_num1,0.0,A_gmp_e --> A_gmp_p,,
B_DOPAtex_reverse_num4,0.0,B_dopa_p --> B_dopa_e,,
B_AGM3PApp_num2,0.0,B_anhgm3p_p + B_h2o_p --> B_LalaDgluMdap_p + B_anhgm_p,492.1289932,0.0
A_ALLTNt2rpp,0.0,A_alltn_p + A_h_p --> A_alltn_c + A_h_c,,
B_rfamp_e_con_2_reverse,0.0,B_rfamp_e --> rfamp_e,,
A_ASPTA_num1,0.0,A_akg_c + A_asp__L_c --> A_glu__L_c + A_oaa_c,159.7495834,0.0
A_EX_his__L_e,0.0,A_his__L_e --> ,,
A_EX_ser__L_e,0.0,A_ser__L_e --> ,,
B_CYTBD2pp,0.0,2.0 B_h_c + B_mql8_c + 0.5 B_o2_c --> B_h2o_c + 2.0 B_h_p + B_mqn8_c,283.79171560000003,0.0
B_DCTPD,0.0,B_dctp_c + B_h2o_c + B_h_c --> B_dutp_c + B_nh4_c,170.47146999999998,0.0
A_PSURItex_num4,0.0,A_psuri_e --> A_psuri_p,,
B_FADtex_num3,0.0,B_fad_p --> B_fad_e,,
B_SO2tex_reverse_num3,0.0,B_so2_p --> B_so2_e,,
B_NADH9_num3,0.0,B_2dmmq8_c + B_h_c + B_nadh_c --> B_2dmmql8_c + B_nad_c,123.44872720000001,0.0
A_UMPK_reverse_num2,0.0,A_adp_c + A_udp_c --> A_atp_c + A_ump_c,178.49778999999998,0.0
B_LEUt2rpp,0.0,B_h_p + B_leu__L_p --> B_h_c + B_leu__L_c,,
B_metsox_S__L_e_con_2,0.0,metsox_S__L_e --> B_metsox_S__L_e,,
A_GALBDtex_num4,0.0,A_gal_bD_e --> A_gal_bD_p,,
B_MALTtexi,0.0,B_malt_e --> B_malt_p,,
B_CA2tex_num4,0.0,B_ca2_e --> B_ca2_p,,
A_TREtex_num3,0.0,A_tre_e --> A_tre_p,,
B_UDPGtex_reverse_num3,0.0,B_udpg_p --> B_udpg_e,,
B_MDDEP3pp_num3,0.0,B_h2o_p + B_murein5px4p_p --> B_murein5p4p_p,549.3574469,0.0
A_ARAI_reverse,0.0,A_rbl__L_c --> A_arab__L_c,112.7184512,0.0
B_HIStex_reverse_num2,0.0,B_his__L_p --> B_his__L_e,,
B_ALAALAr_num2,0.0,2.0 B_ala__D_c + B_atp_c --> B_adp_c + B_alaala_c + B_h_c + B_pi_c,270.04154960000005,0.0
B_MEOHtex_reverse_num2,0.0,B_meoh_p --> B_meoh_e,,
B_PUNP7,0.0,B_pi_c + B_xtsn_c --> B_r1p_c + B_xan_c,106.91379140000001,0.0
B_QUIN2tex_reverse_num4,0.0,B_quin_p --> B_quin_e,,
A_CITt7pp,0.0,A_cit_p + A_succ_c --> A_cit_c + A_succ_p,,
A_PPNCL2,6.74000000001132e-05,A_4ppan_c + A_ctp_c + A_cys__L_c --> A_4ppcys_c + A_cmp_c + A_h_c + A_ppi_c,1.03595592,6.506068327705797e-05
B_Zn2tex_num4,0.0,B_zn2_e --> B_zn2_p,,
A_EX_galt_e,0.0,A_galt_e --> ,,
B_AKGDH,0.0,B_akg_c + B_coa_c + B_nad_c --> B_co2_c + B_nadh_c + B_succoa_c,46.60017897,0.0
A_GLCRt2rpp_num1,0.0,A_glcr_p + A_h_p --> A_glcr_c + A_h_c,,
A_BALAtex_reverse_num4,0.0,A_ala_B_p --> A_ala_B_e,,
A_THYMtex_num4,0.0,A_thym_e --> A_thym_p,,
A_GALCTNtex_num1,0.0,A_galctn__D_e --> A_galctn__D_p,,
A_ABUTtex_num2,0.0,A_4abut_e --> A_4abut_p,,
A_4PEPTtex_reverse_num3,0.0,A_LalaDgluMdapDala_p --> A_LalaDgluMdapDala_e,,
A_G1Ptex_num1,0.0,A_g1p_e --> A_g1p_p,,
A_3hpppn_e_con_1,0.0,A_3hpppn_e --> 3hpppn_e,,
A_CYSDtex_reverse_num1,0.0,A_cys__D_p --> A_cys__D_e,,
B_GLYCLTt2rpp_num2,0.0,B_glyclt_p + B_h_p --> B_glyclt_c + B_h_c,,
A_H2Otex_reverse_num4,0.0,A_h2o_p --> A_h2o_e,,
B_GALBDtex_reverse_num2,0.0,B_gal_bD_p --> B_gal_bD_e,,
A_GDPDPK_num1,0.0,A_atp_c + A_gdp_c --> A_amp_c + A_h_c + A_ppgpp_c,480.83565360000006,0.0
A_kdo2lipid4_e_con_1,0.0,A_kdo2lipid4_e --> kdo2lipid4_e,,
B_ttdcea_e_con_2,0.0,ttdcea_e --> B_ttdcea_e,,
A_HCINNMtex_reverse_num4,0.0,A_3hcinnm_p --> A_3hcinnm_e,,
A_TPRDCOAS,0.0,A_atp_c + A_dpcoa_c --> A_2tpr3dpcoa_c + A_ade_c,738.0804737999999,0.0
B_hdca_e_con_2_reverse,0.0,B_hdca_e --> hdca_e,,
A_ASCBPL,0.0,A_ascb6p_c + A_h2o_c --> A_3dhgulnp_c + A_h_c,161.61636330000002,0.0
A_GLNtex_num3,0.0,A_gln__L_e --> A_gln__L_p,,
B_ACACT3r_num2,0.0,B_accoa_c + B_hxcoa_c --> B_3oocoa_c + B_coa_c,432.9436993,0.0
B_CMtpp_num2,0.0,B_cm_p + B_h_p --> B_cm_e + B_h_c,,
B_PDE1_num1,0.0,B_camp_c + B_h2o_c --> B_amp_c + B_h_c,684.7944915,0.0
B_GGPTRCO,0.0,B_ggptrc_c + B_h2o_c + B_o2_c --> B_ggbutal_c + B_h2o2_c + B_nh4_c,1253.165501,0.0
A_DAGK160,0.0,A_12dgr160_c + A_atp_c --> A_adp_c + A_h_c + A_pa160_c,237.05129449999998,0.0
A_RNDR2b_num3,0.0,A_gdp_c + A_grxrd_c --> A_dgdp_c + A_grxox_c + A_h2o_c,107.41897379999999,0.0
A_ACACtex_num4,0.0,A_acac_e --> A_acac_p,,
A_PPPNtex_num2,0.0,A_pppn_e --> A_pppn_p,,
A_EX_dad_2_e,0.0,A_dad_2_e --> ,,
B_PNTOtex_num4,0.0,B_pnto__R_e --> B_pnto__R_p,,
A_MNLtex_reverse_num1,0.0,A_mnl_p --> A_mnl_e,,
B_ANHGMtex_reverse_num3,0.0,B_anhgm_p --> B_anhgm_e,,
A_5MTRtex_reverse_num2,0.0,A_5mtr_p --> A_5mtr_e,,
A_G3PStex_reverse_num3,0.0,A_g3ps_p --> A_g3ps_e,,
A_GLUDy,0.0,A_glu__L_c + A_h2o_c + A_nadp_c --> A_akg_c + A_h_c + A_nadph_c + A_nh4_c,617.9252502999999,0.0
B_THMabcpp,0.0,B_atp_c + B_h2o_c + B_thm_p --> B_adp_c + B_h_c + B_pi_c + B_thm_c,,
B_3AMPtex_num1,0.0,B_3amp_e --> B_3amp_p,,
B_ddca_e_con_2,0.0,ddca_e --> B_ddca_e,,
A_COBALT2t3pp_num2,0.0,A_cobalt2_c + A_h_p --> A_cobalt2_p + A_h_c,,
B_HYXNtpp_num2,0.0,B_hxan_p --> B_hxan_c,,
B_maltpt_e_con_2_reverse,0.0,B_maltpt_e --> maltpt_e,,
A_SBTtex_reverse_num2,0.0,A_sbt__D_p --> A_sbt__D_e,,
B_MNNH,0.0,B_mana_c --> B_2ddglcn_c + B_h2o_c,1223.103069,0.0
EX_cl_e,0.0,cl_e --> ,,
A_FRULYSt2pp,0.0,A_frulys_p + A_h_p --> A_frulys_c + A_h_c,,
A_ZN2tpp,3.41e-05,A_zn2_p --> A_zn2_c,,
B_CYTK1_reverse,0.0,B_adp_c + B_cdp_c --> B_atp_c + B_cmp_c,906.6989996,0.0
B_DDGLCNtex_num2,0.0,B_2ddglcn_e --> B_2ddglcn_p,,
A_LALGP,0.0,A_LalaLglu_c + A_h2o_c --> A_ala__L_c + A_glu__L_c,2182.930525,0.0
B_SHGO,0.0,B_S2hglut_c + B_o2_c --> B_akg_c + B_h2o2_c,485.17470999999995,0.0
A_ala__D_e_con_1,0.0,A_ala__D_e --> ala__D_e,,
B_MDDCP5pp_num2,0.0,B_h2o_p + B_murein5p3p_p --> B_ala__D_p + B_murein4p3p_p,1742.8884460000002,0.0
A_DHDPRy,0.0370949,A_23dhdp_c + A_h_c + A_nadph_c --> A_nadp_c + A_thdp_c,438.1602831999999,8.466057153580004e-05
