,flux,formula,kcat_MW,enz_useUPBCe
A_FE3DCITR5,0.0,2.0 A_fe3dcit_c + A_nadph_c --> 4.0 A_cit_c + 2.0 A_fe2_c + A_h_c + A_nadp_c,419.0414767,0.0
B_SQtr,0.0,B_sq_p --> B_sq_c,,
B_G3PItex_reverse_num4,1000.0,B_g3pi_p --> B_g3pi_e,,
A_PSD140,0.0,A_h_c + A_ps140_c --> A_co2_c + A_pe140_c,653.5616537000001,0.0
B_2DOXG6PP_num4,0.0,B_2doxg6p_c + B_h2o_c --> B_2dglc_c + B_pi_c,324.82725239999996,0.0
B_MALt2_3pp_num2,0.0,3.0 B_h_p + B_mal__L_p --> 3.0 B_h_c + B_mal__L_c,,
A_fe2_e_con_1_reverse,1000.0,fe2_e --> A_fe2_e,,
B_GALt2pp,0.0,B_gal_p + B_h_p --> B_gal_c + B_h_c,,
A_ANHGMtex_num3,0.0,A_anhgm_e --> A_anhgm_p,,
A_LYStex_reverse_num2,0.0,A_lys__L_p --> A_lys__L_e,,
B_DXYLONtpp,0.0,B_dxylnt_p --> B_dxylnt_c,,
B_PGPP141pp_num1,0.0,B_h2o_p + B_pgp141_p --> B_pg141_p + B_pi_p,901.2767815,0.0
B_CRNBTCT,0.0,B_bbtcoa_c + B_crn_c --> B_crncoa_c + B_gbbtn_c,238.67577000000003,0.0
B_ECOAH2_num2,0.0,B_3hhcoa_c --> B_h2o_c + B_hx2coa_c,304.6748113,0.0
A_CGLYtex_reverse_num3,1000.0,A_cgly_p --> A_cgly_e,,
A_EX_rib__D_e,0.0,A_rib__D_e --> ,,
A_TARTt2_3pp,0.0,3.0 A_h_p + A_tartr__D_p --> 3.0 A_h_c + A_tartr__D_c,,
B_psuri_e_con_2,0.0,psuri_e --> B_psuri_e,,
B_5MTRtex_num1,0.0,B_5mtr_e --> B_5mtr_p,,
B_SO2tex_reverse_num4,0.0,B_so2_p --> B_so2_e,,
B_malonate_e_con_2,1000.0,malonate_e --> B_malonate_e,,
B_RZ5PP,0.0,B_5prdmbz_c + B_h2o_c --> B_pi_c + B_rdmbzi_c,609.5272274,0.0
B_ALDD19xr,0.0,B_h2o_c + B_nad_c + B_pacald_c --> 2.0 B_h_c + B_nadh_c + B_pac_c,111.9378686,0.0
B_3NTD2pp_num2,0.0,B_3ump_p + B_h2o_p --> B_pi_p + B_uri_p,453.4562322,0.0
B_5MTRtex_reverse_num2,0.0,B_5mtr_p --> B_5mtr_e,,
A_MDDEP3pp_num1,0.0,A_h2o_p + A_murein5px4p_p --> A_murein5p4p_p,1106.796434,0.0
A_LCTStex_num3,0.0,A_lcts_e --> A_lcts_p,,
B_colipa_e_con_2,0.0,colipa_e --> B_colipa_e,,
A_MNLptspp_num3,0.0,A_mnl_p + A_pep_c --> A_mnl1p_c + A_pyr_c,,
A_L_LACtex_num1,0.0,A_lac__L_e --> A_lac__L_p,,
B_skm_e_con_2_reverse,0.0,B_skm_e --> skm_e,,
A_BMOCOS,0.0,A_moco_c + A_mptamp_c --> A_amp_c + A_bmoco_c + A_cu2_c,0.81693321,0.0
B_PSP_Lpp_num1,0.0,B_h2o_p + B_pser__L_p --> B_pi_p + B_ser__L_p,222.444745,0.0
B_MALDtex_num2,0.0,B_mal__D_e --> B_mal__D_p,,
A_ADNt2pp_copy2,0.0,A_adn_p + A_h_p --> A_adn_c + A_h_c,,
A_PLIPA1G180pp,0.0,A_h2o_p + A_pg180_p --> A_2agpg180_p + A_h_p + A_ocdca_p,161.80173290000002,0.0
A_PPPNtex_num3,1000.0,A_pppn_e --> A_pppn_p,,
B_ADK3_reverse,0.0,B_adp_c + B_gdp_c --> B_amp_c + B_gtp_c,520.6136462000001,0.0
A_CLPNS181pp_reverse_num2,0.0,A_clpn181_p + A_glyc_p --> 2.0 A_pg181_p,220.969504,0.0
B_DADNtex_reverse,1000.0,B_dad_2_p --> B_dad_2_e,,
A_TRPt2rpp_num2,0.0,A_h_p + A_trp__L_p --> A_h_c + A_trp__L_c,,
A_CYNTtex_reverse_num2,0.0,A_cynt_p --> A_cynt_e,,
B_SPMDtex_num1,1000.0,B_spmd_e --> B_spmd_p,,
B_TYMtex_reverse_num3,1000.0,B_tym_p --> B_tym_e,,
A_DASYN120,0.0,A_ctp_c + A_h_c + A_pa120_c --> A_cdpdddecg_c + A_ppi_c,303.4448149,0.0
B_PGL,0.807688379869892,B_6pgl_c + B_h2o_c --> B_6pgc_c + B_h_c,18244.11418,4.4e-05
A_TRPtex_reverse_num1,1000.0,A_trp__L_p --> A_trp__L_e,,
A_SELtex_num2,1000.0,A_sel_e --> A_sel_p,,
B_PYDXNtex_num3,0.0,B_pydxn_e --> B_pydxn_p,,
A_GALtex_reverse_num3,0.0,A_gal_p --> A_gal_e,,
A_NTD12pp_num1,0.0,A_dimp_p + A_h2o_p --> A_din_p + A_pi_p,279.6189562,0.0
A_CUtex_num4,0.0,A_cu_e --> A_cu_p,,
A_CGLYtex_reverse_num1,1000.0,A_cgly_p --> A_cgly_e,,
B_AGM3PA,0.0,B_anhgm3p_c + B_h2o_c --> B_LalaDgluMdap_c + B_anhgm_c,1179.085326,0.0
B_TMAOtex_reverse_num2,1000.0,B_tmao_p --> B_tmao_e,,
A_CPGNR3,0.0,2.0 A_cpgn_c + A_rbflvrd_c --> 2.0 A_cpgn_un_c + 2.0 A_fe2_c + 2.0 A_h_c + A_ribflv_c,,
A_PPAtex_num3,1000.0,A_ppa_e --> A_ppa_p,,
A_CS1tex_num1,0.0,A_cs1_e --> A_cs1_p,,
B_MDDCP1pp_num5,0.0,B_h2o_p + B_murein5px4p_p --> B_ala__D_p + B_murein4px4p_p,1257.163872,0.0
B_CLPNS141pp_reverse_num2,0.0,B_clpn141_p + B_glyc_p --> 2.0 B_pg141_p,392.712517,0.0
B_DHCINDO,0.0,B_dhcinnm_c + B_o2_c --> B_h_c + B_hkntd_c,142.5282136,0.0
B_HG2tex_num1,0.0,B_hg2_e --> B_hg2_p,,
A_THYMtex_reverse_num1,0.0,A_thym_p --> A_thym_e,,
B_GLCtex_copy1,2.364958156200896,B_glc__D_e --> B_glc__D_p,,
B_23DAPPAtex_num2,0.0,B_23dappa_e --> B_23dappa_p,,
A_DM_4crsol_c,2.23e-05,A_4crsol_c --> ,,
A_PGMT_reverse_num2,0.0,A_g6p_c --> A_g1p_c,1415.194528,0.0
A_EAR181y,0.0,A_h_c + A_nadph_c + A_t3c11vaceACP_c --> A_nadp_c + A_octeACP_c,152.24725669999998,0.0
B_EX_gal_e,0.0,B_gal_e --> ,,
B_AMALT1,0.0,B_malt_c + B_malttr_c --> B_glc__D_c + B_maltttr_c,729.6238989,0.0
B_AGM4PCPpp,0.0,B_anhgm4p_p + B_h2o_p --> B_ala__D_p + B_anhgm3p_p,1620.968568,0.0
B_DXYLONtpp_reverse,0.0,B_dxylnt_c --> B_dxylnt_p,,
A_PLIPA1E180pp,0.0,A_h2o_p + A_pe180_p --> A_2agpe180_p + A_h_p + A_ocdca_p,167.22728130000002,0.0
A_EAR120y,0.0,A_h_c + A_nadph_c + A_tddec2eACP_c --> A_ddcaACP_c + A_nadp_c,83.44137538,0.0
B_GALCTtex_reverse_num3,1000.0,B_galct__D_p --> B_galct__D_e,,
A_LALADGLUtex_reverse_num2,1000.0,A_LalaDglu_p --> A_LalaDglu_e,,
A_ACCOAL_num1,0.0,A_atp_c + A_coa_c + A_ppa_c --> A_adp_c + A_pi_c + A_ppcoa_c,224.1017333,0.0
A_EX_tmao_e,0.0,A_tmao_e --> ,,
B_CA2tex_num1,0.0,B_ca2_e --> B_ca2_p,,
A_PHEt2rpp_reverse_num2,0.0,A_h_c + A_phe__L_c --> A_h_p + A_phe__L_p,,
A_F1PP_num2,0.0,A_f1p_c + A_h2o_c --> A_fru_c + A_pi_c,1448.832138,0.0
A_RNDR4b_num2,0.0,A_grxrd_c + A_udp_c --> A_dudp_c + A_grxox_c + A_h2o_c,713.3183045,0.0
A_GTHRDtex_reverse_num4,0.0,A_gthrd_p --> A_gthrd_e,,
A_fum_e_con_1,0.0,A_fum_e --> fum_e,,
B_UGLT,0.0,B_gal1p_c + B_udpg_c --> B_g1p_c + B_udpgal_c,856.2261972000001,0.0
A_Htex_reverse_num2,0.0,A_h_p --> A_h_e,,
A_G3PItex_reverse_num4,0.0,A_g3pi_p --> A_g3pi_e,,
B_CYNTt2pp,0.0,B_cynt_p + B_h_p --> B_cynt_c + B_h_c,,
A_AHGDx_reverse,0.0,A_akg_c + A_h_c + A_nadh_c --> A_S2hglut_c + A_nad_c,161.5147899,0.0
B_ABUTtex_num2,1000.0,B_4abut_e --> B_4abut_p,,
A_GLYBtex_num4,0.0,A_glyb_e --> A_glyb_p,,
A_RMNtex_num4,0.0,A_rmn_e --> A_rmn_p,,
B_UDCPDP_num2,0.0027787999999999997,B_h2o_c + B_udcpdp_c --> B_h_c + B_pi_c + B_udcpp_c,673.9879344999999,4e-06
B_FADtex_num4,0.0,B_fad_p --> B_fad_e,,
B_MCTP1App_num1,0.0013894,B_murein5p5p_p --> B_ala__D_p + B_murein5px4p_p,186.9680926,7e-06
A_GHBDHx,0.0,A_h_c + A_nadh_c + A_sucsal_c --> A_ghb_c + A_nad_c,174.5587256,0.0
B_LPADSS,0.0019456000000000002,B_lipidX_c + B_u23ga_c --> B_h_c + B_lipidAds_c + B_udp_c,2208.4612850000003,1e-06
A_DHQS,0.1369654266509294,A_2dda7p_c --> A_3dhq_c + A_pi_c,7222.03647,1.9e-05
B_ASNtex_num2,0.0,B_asn__L_e --> B_asn__L_p,,
B_LPLIPAL1E180pp,0.0,B_1agpe180_p + B_h2o_p --> B_g3pe_p + B_h_p + B_ocdca_p,98.42518235,0.0
B_fe3hox_e_con_2,0.0,fe3hox_e --> B_fe3hox_e,,
A_RFAMPtex_reverse,0.0,A_rfamp_p --> A_rfamp_e,,
A_SO2tpp_reverse,0.0,A_so2_c --> A_so2_p,,
A_DDGLCNtex_reverse_num2,0.0,A_2ddglcn_p --> A_2ddglcn_e,,
B_NTD2pp_num3,0.0,B_h2o_p + B_ump_p --> B_pi_p + B_uri_p,290.6912983,0.0
A_asp__L_e_con_1,0.0,A_asp__L_e --> asp__L_e,,
A_NDPK6_reverse_num1,0.0,A_adp_c + A_dutp_c --> A_atp_c + A_dudp_c,418.9696649,0.0
B_ACMUMtex_num3,0.0,B_acmum_e --> B_acmum_p,,
B_MDH,0.0,B_mal__L_c + B_nad_c --> B_h_c + B_nadh_c + B_oaa_c,400.775575,0.0
B_ADOCBLabcpp,0.0,B_adocbl_p + B_atp_c + B_h2o_c --> B_adocbl_c + B_adp_c + B_h_c + B_pi_c,,
B_PUNP3_num1,0.0,B_gsn_c + B_pi_c --> B_gua_c + B_r1p_c,89.61233461,0.0
A_GLYC3Ptex_num3,0.0,A_glyc3p_e --> A_glyc3p_p,,
B_GDPDPK_num1,0.0,B_atp_c + B_gdp_c --> B_amp_c + B_h_c + B_ppgpp_c,480.83565350000003,0.0
A_FACOAL180t2pp_num1,0.0,A_atp_c + A_coa_c + A_h_p + A_ocdca_p --> A_amp_c + A_h_c + A_ppi_c + A_stcoa_c,324.1058361,0.0
A_MEOHtex_num2,0.0,A_meoh_e --> A_meoh_p,,
A_OCBT_num1,0.0,A_cbp_c + A_orn_c --> A_citr__L_c + A_h_c + A_pi_c,413.9432593,0.0
B_GALURt2rpp,0.0,B_galur_p + B_h_p --> B_galur_c + B_h_c,,
A_PPTtex_num3,0.0,A_ppt_e --> A_ppt_p,,
A_GSNtex_num4,1000.0,A_gsn_e --> A_gsn_p,,
B_CHLtex_num3,0.0,B_chol_e --> B_chol_p,,
A_3NTD2pp_num1,0.0,A_3ump_p + A_h2o_p --> A_pi_p + A_uri_p,632.9957641,0.0
B_IPMD_num1,0.0,B_3c2hmp_c + B_nad_c --> B_3c4mop_c + B_h_c + B_nadh_c,223.19508059999998,0.0
B_RMNtex_num2,0.0,B_rmn_e --> B_rmn_p,,
B_FMNRx2_num1,0.0,B_fmn_c + B_h_c + B_nadph_c --> B_fmnh2_c + B_nadp_c,415.3334503,0.0
B_LCTStex_reverse_num2,0.0,B_lcts_p --> B_lcts_e,,
B_THRPtex_reverse_num3,0.0,B_thrp_p --> B_thrp_e,,
A_ALLtex_reverse_num1,1000.0,A_all__D_p --> A_all__D_e,,
A_ADCL_num1,0.0,A_4adcho_c --> A_4abz_c + A_h_c + A_pyr_c,84.80551101,0.0
B_SO2tex_reverse_num2,0.0,B_so2_p --> B_so2_e,,
A_GLYBt2pp_num2,0.0,A_glyb_p + A_h_p --> A_glyb_c + A_h_c,,
A_LIPOtex_num2,0.0,A_lipoate_e --> A_lipoate_p,,
A_LPLIPAL1G161pp,0.0,A_1agpg161_p + A_h2o_p --> A_g3pg_p + A_h_p + A_hdcea_p,162.919571,0.0
B_EX_mso3_e,0.0,B_mso3_e --> ,,
B_URItex_reverse,0.0,B_uri_p --> B_uri_e,,
B_NAt3pp_num2,1000.0,B_h_p + B_na1_c --> B_h_c + B_na1_p,,
A_MLDCP2App_num2,0.0,A_h2o_p + A_murein5p5p_p --> A_alaala_p + A_murein5p3p_p,1711.9529989999999,0.0
A_ACONTa_reverse_num1,0.0,A_acon_C_c + A_h2o_c --> A_cit_c,183.2652296,0.0
B_ACSERtex_reverse_num2,1000.0,B_acser_p --> B_acser_e,,
A_DHAD2,0.0290529,A_23dhmp_c --> A_3mop_c + A_h2o_c,3818.008272,8e-06
A_DIMPtex_reverse_num4,0.0,A_dimp_p --> A_dimp_e,,
B_CELBpts_num1,0.0,B_cellb_e + B_pep_c --> B_6pgg_c + B_pyr_c,,
A_HPYRI,0.0,A_hpyr_c --> A_2h3oppan_c,854.3305515000001,0.0
B_NADHXE_reverse,0.0,B_nadhx__R_c --> B_nadhx__S_c,240.73398569999998,0.0
B_FRUtex_reverse_num4,1000.0,B_fru_p --> B_fru_e,,
B_DHPStex_reverse,1000.0,B_dhps_p --> B_dhps_e,,
B_TYRtex_num4,0.0,B_tyr__L_e --> B_tyr__L_p,,
B_GLUtex_reverse_num1,0.0,B_glu__L_p --> B_glu__L_e,,
B_12DGR140tipp,0.0,B_12dgr140_p --> B_12dgr140_c,,
B_dgsn_e_con_2_reverse,0.0,B_dgsn_e --> dgsn_e,,
A_gal1p_e_con_1,0.0,A_gal1p_e --> gal1p_e,,
A_EX_din_e,0.0,A_din_e --> ,,
B_PTRCabcpp_num3,0.0,B_atp_c + B_h2o_c + B_ptrc_p --> B_adp_c + B_h_c + B_pi_c + B_ptrc_c,,
B_NMNAT_num1,0.0,B_atp_c + B_h_c + B_nmn_c --> B_nad_c + B_ppi_c,49.14221933,0.0
B_MTHFD_reverse,0.0,B_methf_c + B_nadph_c --> B_mlthf_c + B_nadp_c,463.8016881,0.0
B_DDGLCNtex_num2,0.0,B_2ddglcn_e --> B_2ddglcn_p,,
A_CSNtex_num1,0.0,A_csn_e --> A_csn_p,,
A_KDUI,0.0,A_dt5hsu_c --> A_dkdglcn_c,241.3741355,0.0
A_TMAOtex_reverse_num2,0.0,A_tmao_p --> A_tmao_e,,
A_NO3tex_reverse_num4,1000.0,A_no3_p --> A_no3_e,,
A_OCDCEAtexi,0.0,A_ocdcea_e --> A_ocdcea_p,,
A_SBTtex_reverse_num3,1000.0,A_sbt__D_p --> A_sbt__D_e,,
B_3cmp_e_con_2_reverse,0.0,B_3cmp_e --> 3cmp_e,,
A_ACOAD7f_reverse,0.0,A_fadh2_c + A_hdd2coa_c --> A_fad_c + A_pmtcoa_c,5164.5065700000005,0.0
B_man_e_con_2_reverse,0.0,B_man_e --> man_e,,
B_TTRCYCtex_reverse_num3,0.0,B_ttrcyc_p --> B_ttrcyc_e,,
A_dca_e_con_1,0.0,A_dca_e --> dca_e,,
A_ACMANAptspp,0.0,A_acmana_p + A_pep_c --> A_acmanap_c + A_pyr_c,,
B_ECOAH3_reverse_num1,0.0,B_h2o_c + B_oc2coa_c --> B_3hocoa_c,505.7789658,0.0
A_CRNDtex_num3,1000.0,A_crn__D_e --> A_crn__D_p,,
B_O16GLCT2,0.0,B_gfgaragund_c + B_udpg_c --> B_h_c + B_o16aund_c + B_udp_c,,
A_GLCATr_reverse,0.0,A_acglc__D_c + A_coa_c --> A_accoa_c + A_glc__D_c,165.8726418,0.0
B_MALtex_reverse_num4,0.0,B_mal__L_p --> B_mal__L_e,,
A_GBBTNtex_num1,0.0,A_gbbtn_e --> A_gbbtn_p,,
A_23CUMPtex_reverse_num1,1000.0,A_23cump_p --> A_23cump_e,,
B_DHNCOAS,0.0,B_h_c + B_sbzcoa_c --> B_14dhncoa_c + B_h2o_c,138.3501414,0.0
A_FTHFLi,0.00024530000000000575,A_atp_c + A_for_c + A_thf_c --> A_10fthf_c + A_adp_c + A_pi_c,,
A_ASNtex_num4,0.0,A_asn__L_e --> A_asn__L_p,,
A_3HAD181_num1,0.0,A_3hcvac11eACP_c --> A_h2o_c + A_t3c11vaceACP_c,441.47236160000006,0.0
A_QUIN2tpp,0.0,A_quin_p --> A_quin_c,,
B_hom__L_e_con_2,0.0,hom__L_e --> B_hom__L_e,,
B_SUCFUMtpp_num3,0.0,B_fum_p + B_succ_c --> B_fum_c + B_succ_p,,
B_ECOAH3_num2,0.0,B_3hocoa_c --> B_h2o_c + B_oc2coa_c,277.19327519999996,0.0
A_NMNtex_num2,1000.0,A_nmn_e --> A_nmn_p,,
A_DMATT,2.7799999999999266e-05,A_dmpp_c + A_ipdp_c --> A_grdp_c + A_ppi_c,13.433002900000002,2e-06
B_PPCSCT,0.0,B_ppcoa_c + B_succ_c --> B_ppa_c + B_succoa_c,292.5752465,0.0
A_PROabcpp,0.0,A_atp_c + A_h2o_c + A_pro__L_p --> A_adp_c + A_h_c + A_pi_c + A_pro__L_c,,
A_CYSItex_reverse_num3,1000.0,A_cysi__L_p --> A_cysi__L_e,,
B_PSURItpp,0.0,B_psuri_p --> B_psuri_c,,
A_CPH4S,0.0,A_ahdt_c + A_h2o_c --> A_acald_c + A_cph4_c + A_h_c + A_pppi_c,193.028378,0.0
B_SBTPD,0.0,B_nad_c + B_sbt6p_c --> B_f6p_c + B_h_c + B_nadh_c,146.79654330000002,0.0
B_DGUNC_num3,0.0,2.0 B_gtp_c --> B_cdigmp_c + 2.0 B_ppi_c,95.18373290000001,0.0
A_ALAALAtex_reverse_num3,1000.0,A_alaala_p --> A_alaala_e,,
A_ACMUMtex_num4,0.0,A_acmum_e --> A_acmum_p,,
B_SHCHCS3,0.0,B_2sephchc_c --> B_2shchc_c + B_pyr_c,1707.6970350000001,0.0
A_DAGK180,0.0,A_12dgr180_c + A_atp_c --> A_adp_c + A_h_c + A_pa180_c,234.0655426,0.0
B_PGMT_num1,0.0,B_g1p_c --> B_g6p_c,1911.530843,0.0
A_h_e_con_1,0.0,A_h_e --> h_e,,
B_LCTStex_num3,0.0,B_lcts_e --> B_lcts_p,,
B_GLCtex_copy2_num4,0.0,B_glc__D_e --> B_glc__D_p,,
B_GLYC3Ptex_num2,0.0,B_glyc3p_e --> B_glyc3p_p,,
A_EDTXS2,0.0,A_kdo2lipid4L_c + A_myrsACP_c --> A_ACP_c + A_lipa_c,606.9806139,0.0
A_FDMO6,0.0,A_fmnh2_c + A_o2_c + A_sulfac_c --> A_fmn_c + A_glx_c + A_h2o_c + A_h_c + A_so3_c,58.12595834,0.0
B_3NTD2pp_num1,0.0,B_3ump_p + B_h2o_p --> B_pi_p + B_uri_p,632.9957641,0.0
A_DHBSH,0.0,A_23dhbzs_c + A_h2o_c --> A_23dhb_c + A_ser__L_c,,
A_ttdca_e_con_1,0.0,A_ttdca_e --> ttdca_e,,
A_TYRTA_reverse_num3,1000.0,A_34hpp_c + A_glu__L_c --> A_akg_c + A_tyr__L_c,,
B_NTD2_num3,0.0,B_h2o_c + B_ump_c --> B_pi_c + B_uri_c,357.9402329,0.0
B_CRNCAL2,0.0,B_atp_c + B_coa_c + B_crn_c --> B_adp_c + B_crncoa_c + B_pi_c,173.2144623,0.0
A_AICART_reverse,0.0,A_fprica_c + A_thf_c --> A_10fthf_c + A_aicar_c,525.5592653,0.0
B_cyan_e_con_2_reverse,0.0,B_cyan_e --> cyan_e,,
B_TREptspp,0.0,B_pep_c + B_tre_p --> B_pyr_c + B_tre6p_c,,
A_H2tex_reverse_num2,0.0,A_h2_p --> A_h2_e,,
B_QUIN2tex_reverse_num1,1000.0,B_quin_p --> B_quin_e,,
A_SLNTtex_num2,0.0,A_slnt_e --> A_slnt_p,,
A_PTRCabcpp_num1,0.0,A_atp_c + A_h2o_c + A_ptrc_p --> A_adp_c + A_h_c + A_pi_c + A_ptrc_c,,
A_PCNO,0.0,A_nadp_c + A_ppcoa_c --> A_h_c + A_nadph_c + A_prpncoa_c,297.0976008,0.0
B_ACGAM1Ptex_reverse_num2,1000.0,B_acgam1p_p --> B_acgam1p_e,,
B_FUMt2_3pp_num2,0.0,B_fum_p + 3.0 B_h_p --> B_fum_c + 3.0 B_h_c,,
A_DHPTDCs2,0.0,A_dhptd_c --> A_mdhdhf_c,,
A_ETHSO3tex_num4,0.0,A_ethso3_e --> A_ethso3_p,,
A_rib__D_e_con_1,0.0,A_rib__D_e --> rib__D_e,,
B_GLYCAtex_reverse_num1,0.0,B_glyc__R_p --> B_glyc__R_e,,
B_AGM4PApp_num3,0.0,B_anhgm4p_p + B_h2o_p --> B_LalaDgluMdapDala_p + B_anhgm_p,508.7090801,0.0
B_THRA_num1,0.0,B_thr__L_c --> B_acald_c + B_gly_c,,
A_CYANST_num2,0.0,A_cyan_c + A_tsul_c --> A_h_c + A_so3_c + A_tcynt_c,13729.492890000001,0.0
A_ADEt2rpp_reverse_num1,0.0,A_ade_c + A_h_c --> A_ade_p + A_h_p,,
A_CHLtex_reverse_num4,0.0,A_chol_p --> A_chol_e,,
A_DALAtex_reverse_num2,0.0,A_ala__D_p --> A_ala__D_e,,
B_SUCFUMtpp_reverse_num1,0.0,B_fum_c + B_succ_p --> B_fum_p + B_succ_c,,
B_AACPS1,0.0,B_ACP_c + B_atp_c + B_ttdca_c --> B_amp_c + B_myrsACP_c + B_ppi_c,104.09824859999999,0.0
B_DAMPtex_num3,0.0,B_damp_e --> B_damp_p,,
A_E4PP_num5,0.0,A_e4p_c + A_h2o_c --> A_erthrs_c + A_pi_c,968.650275,0.0
A_G3PGtex_reverse_num1,0.0,A_g3pg_p --> A_g3pg_e,,
A_DTMPtex_reverse_num1,1000.0,A_dtmp_p --> A_dtmp_e,,
B_GALURtex_reverse_num1,1000.0,B_galur_p --> B_galur_e,,
B_XYLtex_reverse_num4,1000.0,B_xyl__D_p --> B_xyl__D_e,,
B_CS1tex_num2,0.0,B_cs1_e --> B_cs1_p,,
B_EX_ser__D_e,0.0,B_ser__D_e --> ,,
A_GAMtex_num3,0.0,A_gam_e --> A_gam_p,,
A_DGSNt2pp,0.0,A_dgsn_p + A_h_p --> A_dgsn_c + A_h_c,,
B_ADA,0.0,B_adn_c + B_h2o_c + B_h_c --> B_ins_c + B_nh4_c,1048.369587,0.0
B_Ftex_reverse_num3,0.0,B_f_e --> B_f_p,,
B_glc__D_e_con_2,1000.0,glc__D_e --> B_glc__D_e,,
A_EX_h2o2_e,0.0,A_h2o2_e --> ,,
A_EX_alaala_e,0.0,A_alaala_e --> ,,
B_APG3PAT120,0.0,B_ddcap_c + B_glyc3p_c --> B_1ddecg3p_c + B_h_c + B_pi_c,440.9002539,0.0
A_HYD1pp_num1,0.0,A_h2_c + 2.0 A_h_c + A_q8_c --> 2.0 A_h_p + A_q8h2_c,29006.832239999996,0.0
A_GLCtex_copy2_num2,1000.0,A_glc__D_e --> A_glc__D_p,,
A_DURIPP_num2,0.0,A_duri_c + A_pi_c --> A_2dr1p_c + A_ura_c,205.01178480000002,0.0
A_GLYC3Ptex_reverse_num2,0.0,A_glyc3p_p --> A_glyc3p_e,,
B_CGLYtex_reverse_num2,1000.0,B_cgly_p --> B_cgly_e,,
B_THMtex_reverse_num3,0.0,B_thm_p --> B_thm_e,,
A_PYDXtex_num1,0.0,A_pydx_e --> A_pydx_p,,
B_TSULtex_num3,0.0,B_tsul_e --> B_tsul_p,,
B_FMNtex_num4,0.0,B_fmn_p --> B_fmn_e,,
B_2AGPA161tipp,0.0,B_2hdec9eg3p_p --> B_2hdec9eg3p_c,,
B_MDDCP1pp_num6,0.0,B_h2o_p + B_murein5px4p_p --> B_ala__D_p + B_murein4px4p_p,1141.1604630000002,0.0
B_TRE6PP,0.0,B_h2o_c + B_tre6p_c --> B_pi_c + B_tre_c,328.26746049999997,0.0
A_PTRCtex_num4,1000.0,A_ptrc_e --> A_ptrc_p,,
B_UAMAS,0.0027788,B_ala__L_c + B_atp_c + B_uamr_c --> B_adp_c + B_h_c + B_pi_c + B_uama_c,469.92174500000004,6e-06
A_URIt2pp_copy1_num1,0.0,A_h_p + A_uri_p --> A_h_c + A_uri_c,,
B_ALAALAD,0.0,B_alaala_c + B_h2o_c --> 2.0 B_ala__D_c,1008.126187,0.0
A_CHTBStex_num5,0.0,A_chtbs_e --> A_chtbs_p,,
A_FCLT_num1,2.23e-05,A_fe2_c + A_ppp9_c --> 2.0 A_h_c + A_pheme_c,288.15049750000003,0.0
A_MN6PP_num1,0.0,A_h2o_c + A_man6p_c --> A_man_c + A_pi_c,388.71423799999997,0.0
B_ACACT1r_num1,0.0,2.0 B_accoa_c --> B_aacoa_c + B_coa_c,1391.463598,0.0
B_TTRCYCtex_num1,0.0,B_ttrcyc_e --> B_ttrcyc_p,,
B_GPDDA5pp,0.0,B_g3pi_p + B_h2o_p --> B_glyc3p_p + B_h_p + B_inost_p,349.5129882,0.0
B_NTD8pp_num2,0.0,B_dgmp_p + B_h2o_p --> B_dgsn_p + B_pi_p,260.81373130000003,0.0
B_GLYALDtex_reverse_num2,0.0,B_glyald_p --> B_glyald_e,,
B_lipa_e_con_2_reverse,0.0,B_lipa_e --> lipa_e,,
A_DHNPTE,0.0,A_dhnpt_c --> A_dhmpt_c,179.0888195,0.0
A_PHEtex_num3,0.0,A_phe__L_e --> A_phe__L_p,,
A_DASYN140,0.0,A_ctp_c + A_h_c + A_pa140_c --> A_cdpdtdecg_c + A_ppi_c,773.4513401,0.0
A_NO3tex_num1,1000.0,A_no3_e --> A_no3_p,,
B_BTNt2ipp,0.0,B_btn_p + B_h_p --> B_btn_c + B_h_c,,
B_MPTG2_num1,0.0,B_murein5p5p_p + B_uaagmda_c --> B_h_c + B_murein5p5p5p_p + B_udcpdp_c,57.22077339,0.0
B_tyr__L_e_con_2_reverse,0.0,B_tyr__L_e --> tyr__L_e,,
A_PYDXtex_num2,0.0,A_pydx_e --> A_pydx_p,,
A_HIStex_reverse_num1,1000.0,A_his__L_p --> A_his__L_e,,
B_ACSERtex_reverse_num3,1000.0,B_acser_p --> B_acser_e,,
A_AMPtex_num2,1000.0,A_amp_e --> A_amp_p,,
B_PAPSR_num1,0.0,B_paps_c + B_trdrd_c --> 2.0 B_h_c + B_pap_c + B_so3_c + B_trdox_c,460.8025291,0.0
A_EX_thm_e,0.0,A_thm_e --> ,,
B_DNMPPA,6.690000000000862e-05,B_dhpmp_c + B_h2o_c --> B_dhnpt_c + B_pi_c,,
A_4HOXPACDtex_reverse_num4,0.0,A_4hoxpacd_p --> A_4hoxpacd_e,,
A_PPDOy,0.0,A_h_c + A_lald__D_c + A_nadph_c --> A_12ppd__R_c + A_nadp_c,726.989701,0.0
A_MNNH,0.0,A_mana_c --> A_2ddglcn_c + A_h2o_c,1223.103069,0.0
A_ATHRDHr_reverse,0.0,A_2aobut_c + A_h_c + A_nadph_c --> A_athr__L_c + A_nadp_c,260.0096335,0.0
B_dhps_e_con_2,0.0,dhps_e --> B_dhps_e,,
