,flux,formula,kcat_MW,enz_useUPBCe
A_G3PAT160,0.0,A_glyc3p_c + A_palmACP_c --> A_1hdecg3p_c + A_ACP_c,196.5311691,0.0
A_ACOTA_num3,0.0,A_acorn_c + A_akg_c --> A_acg5sa_c + A_glu__L_c,,
B_ala_B_e_con_2,0.0,ala_B_e --> B_ala_B_e,,
B_GALCTt2rpp_num1,1000.0,B_galct__D_p + B_h_p --> B_galct__D_c + B_h_c,,
B_UREAtex_num1,0.0,B_urea_e --> B_urea_p,,
B_SERt2rpp_num1,0.0,B_h_p + B_ser__L_p --> B_h_c + B_ser__L_c,,
A_23CGMPtex_reverse_num1,0.0,A_23cgmp_p --> A_23cgmp_e,,
B_SUCASPtpp_reverse_num2,0.0,B_asp__L_c + B_succ_p --> B_asp__L_p + B_succ_c,,
A_MALDtex_num4,0.0,A_mal__D_e --> A_mal__D_p,,
B_TTRCYCtpp_num2,0.0,B_h_p + B_ttrcyc_p --> B_h_c + B_ttrcyc_e,,
B_ASO3tex_reverse_num3,0.0,B_aso3_p --> B_aso3_e,,
B_XTSNtex_num1,1000.0,B_xtsn_e --> B_xtsn_p,,
A_GAMtex_reverse_num4,0.0,A_gam_p --> A_gam_e,,
A_UDPGLCURtex_num4,1000.0,A_udpglcur_e --> A_udpglcur_p,,
A_METabcpp,0.0,A_atp_c + A_h2o_c + A_met__L_p --> A_adp_c + A_h_c + A_met__L_c + A_pi_c,,
A_ANHMK,0.0,A_anhm_c + A_atp_c + A_h2o_c --> A_acmum6p_c + A_adp_c + A_h_c,553.2921499,0.0
A_EX_h_e,0.0,A_h_e --> ,,
B_PGPP180pp_num2,0.0,B_h2o_p + B_pgp180_p --> B_pg180_p + B_pi_p,328.1377245,0.0
A_MDDCP2pp_num2,0.0,A_h2o_p + A_murein5px4px4p_p --> A_ala__D_p + A_murein4px4px4p_p,303.8345235,0.0
A_PLIPA2G160pp,0.0,A_h2o_p + A_pg160_p --> A_1agpg160_p + A_h_p + A_hdca_p,140.68457949999998,0.0
A_ALCD19_reverse_num2,0.0,A_glyc_c + A_nad_c --> A_glyald_c + A_h_c + A_nadh_c,38.322581400000004,0.0
B_EX_ppt_e,0.0,B_ppt_e --> ,,
B_GLYCLTDx_num1,0.0,B_glx_c + B_h_c + B_nadh_c --> B_glyclt_c + B_nad_c,289.79229510000005,0.0
B_ascb__L_e_con_2,0.0,ascb__L_e --> B_ascb__L_e,,
A_arbtn_e_con_1,0.0,A_arbtn_e --> arbtn_e,,
A_SDPTA_num1,0.0,A_akg_c + A_sl26da_c --> A_glu__L_c + A_sl2a6o_c,,
A_G3PItex_num1,1000.0,A_g3pi_e --> A_g3pi_p,,
B_GLYCLTDx_num2,0.0,B_glx_c + B_h_c + B_nadh_c --> B_glyclt_c + B_nad_c,580.4389606000001,0.0
A_EX_arg__L_e,0.0,A_arg__L_e --> ,,
A_FACOAL140t2pp_num1,0.0,A_atp_c + A_coa_c + A_h_p + A_ttdca_p --> A_amp_c + A_h_c + A_ppi_c + A_tdcoa_c,253.28305519999998,0.0
A_THRtex_reverse_num2,1000.0,A_thr__L_p --> A_thr__L_e,,
B_DGUNC_num1,0.0,2.0 B_gtp_c --> B_cdigmp_c + 2.0 B_ppi_c,341.5434788,0.0
A_AGM3PApp_num3,0.0,A_anhgm3p_p + A_h2o_p --> A_LalaDgluMdap_p + A_anhgm_p,751.7774415,0.0
B_ACt4pp,0.0,B_ac_p + B_na1_p --> B_ac_c + B_na1_c,,
A_ALAGLUE_reverse,0.0,A_LalaLglu_c --> A_LalaDglu_c,641.3106601,0.0
A_FACOAL60t2pp_num2,0.0,A_atp_c + A_coa_c + A_h_p + A_hxa_p --> A_amp_c + A_h_c + A_hxcoa_c + A_ppi_c,400.0274796,0.0
B_DADNt2pp_num2,0.0,B_dad_2_p + B_h_p --> B_dad_2_c + B_h_c,,
B_Ktex_reverse_num2,1000.0,B_k_p --> B_k_e,,
B_2HESR_num1,0.0,B_dtgcl_c + 2.0 B_gthrd_c --> B_gthox_c + 2.0 B_mercpeth_c,419.2404619,0.0
B_EX_g3pe_e,0.0,B_g3pe_e --> ,,
B_F6Ptex_reverse_num1,0.0,B_f6p_p --> B_f6p_e,,
A_EX_cys__D_e,0.0,A_cys__D_e --> ,,
A_5MTRtex_num2,1000.0,A_5mtr_e --> A_5mtr_p,,
B_TSULtex_num4,0.0,B_tsul_e --> B_tsul_p,,
A_CLIPAabctex,0.0,A_atp_c + A_h2o_c + A_lipa_cold_p --> A_adp_c + A_h_c + A_lipa_cold_e + A_pi_c,,
A_CRNt8pp,1000.0,A_crn__D_c + A_crn_p --> A_crn__D_p + A_crn_c,,
B_AMANAPEr,0.0,B_acmanap_c --> B_acgam6p_c,1077.525709,0.0
A_PACALDtex_num2,0.0,A_pacald_e --> A_pacald_p,,
B_GLCUR1Ptex_reverse_num2,0.0,B_glcur1p_p --> B_glcur1p_e,,
B_DMStex_num3,1000.0,B_dms_e --> B_dms_p,,
A_BALAtex_num1,0.0,A_ala_B_e --> A_ala_B_p,,
A_ALAALAtex_num1,0.0,A_alaala_e --> A_alaala_p,,
A_VALTA_reverse,0.0423162,A_3mob_c + A_glu__L_c --> A_akg_c + A_val__L_c,,
B_GLYC3Pabcpp,0.0,B_atp_c + B_glyc3p_p + B_h2o_c --> B_adp_c + B_glyc3p_c + B_h_c + B_pi_c,,
B_TMAtex_num4,0.0,B_tma_e --> B_tma_p,,
B_ECAtpp,0.0,B_unagamuf_c --> B_unagamuf_p,1931.5868510000003,0.0
A_EX_sel_e,0.0,A_sel_e --> ,,
B_FECRMR3,0.0,2.0 B_fecrm_c + B_rbflvrd_c --> 2.0 B_fe2_c + 2.0 B_fecrm_un_c + 2.0 B_h_c + B_ribflv_c,,
B_PSCLYSt2pp,0.0,B_h_p + B_psclys_p --> B_h_c + B_psclys_c,,
B_MINCYCtex_reverse_num3,0.0,B_mincyc_p --> B_mincyc_e,,
B_ser__L_e_con_2,0.0,ser__L_e --> B_ser__L_e,,
A_DINStex_num2,0.0,A_din_e --> A_din_p,,
B_LPLIPAL2E120,0.0,B_2agpe120_c + B_h2o_c --> B_ddca_c + B_g3pe_c + B_h_c,238.59659330000002,0.0
B_MNtex_reverse_num3,0.0,B_mn2_p --> B_mn2_e,,
B_PSERT,0.16631800000000174,B_3php_c + B_glu__L_c --> B_akg_c + B_pser__L_c,375.5344579,0.000443
B_E4PP_num1,0.0,B_e4p_c + B_h2o_c --> B_erthrs_c + B_pi_c,793.3113274,0.0
A_EGMEACPR,2e-07,A_egmeACP_c + A_h_c + A_nadph_c --> A_gmeACP_c + A_nadp_c,0.0009689939999999999,0.000206
B_PMDPHT_num1,0.0,B_5aprbu_c + B_h2o_c --> B_4r5au_c + B_pi_c,313.6692841,0.0
A_12DGR140tipp,0.0,A_12dgr140_p --> A_12dgr140_c,,
B_PNTOtex_reverse_num2,0.0,B_pnto__R_p --> B_pnto__R_e,,
A_GPDDA4,0.0,A_g3pg_c + A_h2o_c --> A_glyc3p_c + A_glyc_c + A_h_c,339.30708139999996,0.0
B_LalaDgluMdap_e_con_2_reverse,0.0,B_LalaDgluMdap_e --> LalaDgluMdap_e,,
A_PGSA141,0.0,A_cdpdtdec7eg_c + A_glyc3p_c --> A_cmp_c + A_h_c + A_pgp141_c,905.7820102,0.0
A_CS1tex_num2,0.0,A_cs1_e --> A_cs1_p,,
B_EX_hdca_e,0.0,B_hdca_e --> ,,
A_ADSL1r_reverse,0.0,A_amp_c + A_fum_c --> A_dcamp_c,81.65728007,0.0
B_LALDO3,0.0,B_h_c + B_mthgxl_c + B_nadph_c --> B_lald__L_c + B_nadp_c,,
B_PSERtex_num1,0.0,B_pser__L_e --> B_pser__L_p,,
B_EX_succ_e,0.0,B_succ_e --> ,,
B_FALDtex_reverse_num2,0.0,B_fald_p --> B_fald_e,,
B_CLPNS180pp_reverse_num2,0.0,B_clpn180_p + B_glyc_p --> 2.0 B_pg180_p,206.2490042,0.0
B_APH141,0.0,B_h2o_c + B_ttdceap_c --> 2.0 B_h_c + B_pi_c + B_ttdcea_c,922.7510846000001,0.0
A_HIStex_num4,0.0,A_his__L_e --> A_his__L_p,,
B_FADt,0.0,B_fad_c --> B_fad_p,,
A_LALGP,0.0,A_LalaLglu_c + A_h2o_c --> A_ala__L_c + A_glu__L_c,2182.930525,0.0
B_NTPP4_num2,0.0,B_ctp_c + B_h2o_c --> B_cmp_c + B_h_c + B_ppi_c,157.0923466,0.0
B_EX_fe2_e,0.0,B_fe2_e --> ,,
B_HEPK2,0.0,B_atp_c + B_hphhlipa_c --> B_adp_c + B_h_c + B_phphhlipa_c,947.1928199999999,0.0
A_O2tex_num4,0.0,A_o2_e --> A_o2_p,,
B_GAL1Ptex_reverse_num2,0.0,B_gal1p_p --> B_gal1p_e,,
B_ETOHtex_reverse_num3,0.0,B_etoh_p --> B_etoh_e,,
A_EX_all__D_e,0.0,A_all__D_e --> ,,
A_A5PISO_reverse_num1,0.0,A_ara5p_c --> A_ru5p__D_c,235.6810411,0.0
A_CSNtex_reverse_num4,0.0,A_csn_p --> A_csn_e,,
A_DMSOR1pp,0.0,A_dmso_p + A_mql8_c --> A_dms_p + A_h2o_p + A_mqn8_c,250.9649622,0.0
B_PPTtex_num3,0.0,B_ppt_e --> B_ppt_p,,
A_PYAM5PO,0.0,A_h2o_c + A_o2_c + A_pyam5p_c --> A_h2o2_c + A_nh4_c + A_pydx5p_c,182.0472016,0.0
B_GLCRD_num2,0.0,B_glcr_c --> B_5dh4dglc_c + B_h2o_c,342.01149280000004,0.0
B_5DGLCNt2rpp,0.0,B_5dglcn_p + B_h_p --> B_5dglcn_c + B_h_c,,
A_L_LACtex_reverse_num1,0.0,A_lac__L_p --> A_lac__L_e,,
B_QUIN2tex_reverse_num4,0.0,B_quin_p --> B_quin_e,,
B_UDPGALtex_reverse_num3,0.0,B_udpgal_p --> B_udpgal_e,,
A_dmso_e_con_1,0.0,A_dmso_e --> dmso_e,,
B_GLYC2Ptex_reverse_num2,1000.0,B_glyc2p_p --> B_glyc2p_e,,
A_EX_pppn_e,0.0,A_pppn_e --> ,,
B_XYLK2_num1,0.0,B_atp_c + B_xylu__L_c --> B_adp_c + B_h_c + B_xu5p__L_c,364.48620710000006,0.0
B_ARBtex_num4,0.0,B_arab__L_e --> B_arab__L_p,,
A_LALADGLUtex_reverse_num4,0.0,A_LalaDglu_p --> A_LalaDglu_e,,
B_GLCP2_num1,0.0,B_bglycogen_c + B_pi_c --> B_g1p_c,1416.441082,0.0
A_ALLTNtex_reverse_num4,1000.0,A_alltn_p --> A_alltn_e,,
B_UDPGLCURtex_reverse_num2,1000.0,B_udpglcur_p --> B_udpglcur_e,,
A_FALDtpp_reverse,0.0,A_fald_c --> A_fald_p,,
A_FADRx2,0.0,A_fad_c + A_h_c + A_nadph_c --> A_fadh2_c + A_nadp_c,96.89318868,0.0
B_UREAtex_reverse_num1,0.0,B_urea_p --> B_urea_e,,
B_SUCFUMtpp_reverse_num3,0.0,B_fum_c + B_succ_p --> B_fum_p + B_succ_c,,
B_ASPtpp_reverse,1000.0,B_asp__L_c --> B_asp__L_p,,
A_ADNt2pp_copy1_num2,0.0,A_adn_p + A_h_p --> A_adn_c + A_h_c,,
B_NOtex_num4,1000.0,B_no_e --> B_no_p,,
B_ACKr_reverse_num2,0.0,B_actp_c + B_adp_c --> B_ac_c + B_atp_c,4120.02224,0.0
B_cynt_e_con_2_reverse,0.0,B_cynt_e --> cynt_e,,
B_MALTPTtexi,0.0,B_maltpt_e --> B_maltpt_p,,
B_PG181abcpp,0.0,B_atp_c + B_h2o_c + B_pg181_c --> B_adp_c + B_h_c + B_pg181_p + B_pi_c,,
A_GSNtex_reverse_num4,1000.0,A_gsn_p --> A_gsn_e,,
B_SO2tex_reverse_num3,0.0,B_so2_p --> B_so2_e,,
A_LCTStex_reverse_num4,0.0,A_lcts_p --> A_lcts_e,,
A_LPLIPAL2ATG161,0.0,A_2agpg161_c + A_pg161_c --> A_apg161_c + A_g3pg_c,732.9560489,0.0
B_METSOXR2_num2,0.0,B_metsox_R__L_c + B_trdrd_c --> B_h2o_c + B_met__L_c + B_trdox_c,305.1726877,0.0
A_GUAPRT_num2,0.0,A_gua_c + A_prpp_c --> A_gmp_c + A_ppi_c,253.07296090000003,0.0
B_etoh_e_con_2_reverse,0.0,B_etoh_e --> etoh_e,,
A_mobd_e_con_1,999.9999677999954,A_mobd_e --> mobd_e,,
A_PGPP141_num2,0.0,A_h2o_c + A_pgp141_c --> A_pg141_c + A_pi_c,320.4564502,0.0
A_EX_g3ps_e,0.0,A_g3ps_e --> ,,
A_4hoxpacd_e_con_1,0.0,A_4hoxpacd_e --> 4hoxpacd_e,,
B_fe3_e_con_2_reverse,0.0,B_fe3_e --> fe3_e,,
B_MOBDtex_num1,0.0,B_mobd_e --> B_mobd_p,,
A_GLGC,0.0,A_atp_c + A_g1p_c + A_h_c --> A_adpglc_c + A_ppi_c,96.66593573,0.0
B_GLYCLTt2rpp_num1,999.9999554,B_glyclt_p + B_h_p --> B_glyclt_c + B_h_c,,
B_ACMANAtex_num1,1000.0,B_acmana_e --> B_acmana_p,,
B_3UMPtex_num2,0.0,B_3ump_e --> B_3ump_p,,
A_FMNtex_reverse_num4,0.0,A_fmn_e --> A_fmn_p,,
A_FUSAtex_num1,1000.0,A_fusa_e --> A_fusa_p,,
A_uri_e_con_1,0.0,A_uri_e --> uri_e,,
A_METSOX1tex_num3,1000.0,A_metsox_S__L_e --> A_metsox_S__L_p,,
A_NADH9_num2,0.0,A_2dmmq8_c + A_h_c + A_nadh_c --> A_2dmmql8_c + A_nad_c,217.35027480000002,0.0
B_UDPG4E_reverse,0.0,B_udpgal_c --> B_udpg_c,799.4852619,0.0
A_ASPtex_reverse_num4,1000.0,A_asp__L_p --> A_asp__L_e,,
A_hdca_e_con_1,0.0,A_hdca_e --> hdca_e,,
A_CYNTtex_reverse_num4,1000.0,A_cynt_p --> A_cynt_e,,
B_PTRCtex_num2,1000.0,B_ptrc_e --> B_ptrc_p,,
B_XAND,0.0,B_h2o_c + B_nad_c + B_xan_c --> B_h_c + B_nadh_c + B_urate_c,504.7606932,0.0
B_ETOHtrpp,0.0,B_etoh_p --> B_etoh_c,,
A_2AGPG161tipp,0.0,A_2agpg161_p --> A_2agpg161_c,,
A_REPHACCOAI_reverse,0.0,A_2oxpaccoa_c --> A_rephaccoa_c,376.81740069999995,0.0
A_AGPAT141,0.0,A_1tdec7eg3p_c + A_tdeACP_c --> A_ACP_c + A_pa141_c,679.4078657,0.0
A_LKDRA_reverse,0.0,A_lald__L_c + A_pyr_c --> A_lkdr_c,,
B_NTD9_num1,0.0,B_gmp_c + B_h2o_c --> B_gsn_c + B_pi_c,480.1285755,0.0
B_fusa_e_con_2,0.0,fusa_e --> B_fusa_e,,
B_NI2tex_num3,1000.0,B_ni2_e --> B_ni2_p,,
B_POX,0.0,B_h2o_c + B_pyr_c + B_q8_c --> B_ac_c + B_co2_c + B_q8h2_c,46.16832479999999,0.0
A_CDAPPA141,0.0,A_cdpdtdec7eg_c + A_h2o_c --> A_cmp_c + 2.0 A_h_c + A_pa141_c,1056.558832,0.0
B_MPTSS,0.0,B_atp_c + B_h_c + B_moadcoo_c --> B_moadamp_c + B_ppi_c,114.5258872,0.0
B_EX_ptrc_e,0.0,B_ptrc_e --> ,,
B_GLUTRR,0.0003568,B_glutrna_c + B_h_c + B_nadph_c --> B_glu1sa_c + B_nadp_c + B_trnaglu_c,104.5308895,3e-06
B_MLTGY3pp_num3,0.0,B_murein3p3p_p --> 2.0 B_anhgm3p_p,656.0905498999999,0.0
B_QUINDHyi,0.0,B_nadp_c + B_quin_c --> B_3dhq_c + 2.0 B_h_c + B_nadph_c,154.68336010000002,0.0
A_GLYBtex_num2,1000.0,A_glyb_e --> A_glyb_p,,
A_THD2pp,0.0,2.0 A_h_p + A_nadh_c + A_nadp_c --> 2.0 A_h_c + A_nad_c + A_nadph_c,10505.11238,0.0
A_ILEtex_num4,1000.0,A_ile__L_e --> A_ile__L_p,,
A_LYXtex_num4,0.0,A_lyx__L_e --> A_lyx__L_p,,
B_pyr_e_con_2,0.0,pyr_e --> B_pyr_e,,
B_DAPtex_reverse_num2,0.0,B_15dap_p --> B_15dap_e,,
B_NI2tex_reverse_num2,1000.0,B_ni2_p --> B_ni2_e,,
B_AGM4Pt2pp,0.0,B_anhgm4p_p + B_h_p --> B_anhgm4p_c + B_h_c,707.6335735,0.0
A_NTD3_num3,0.0,A_dcmp_c + A_h2o_c --> A_dcyt_c + A_pi_c,555.8659943,0.0
B_GALCTNtex_num4,1000.0,B_galctn__D_e --> B_galctn__D_p,,
B_ALLtex_num4,0.0,B_all__D_e --> B_all__D_p,,
B_SO3tex_reverse_num3,0.0,B_so3_p --> B_so3_e,,
B_IMPtex_reverse_num4,1000.0,B_imp_p --> B_imp_e,,
B_RBP4E_reverse_num3,0.0,B_xu5p__D_c --> B_ru5p__L_c,866.7049958999999,0.0
B_3OAS60_num2,0.035588,B_butACP_c + B_h_c + B_malACP_c --> B_3ohexACP_c + B_ACP_c + B_co2_c,166.7416782,0.000213
B_R5Ptex_reverse_num1,1000.0,B_r5p_p --> B_r5p_e,,
B_ACMANAtex_reverse_num4,0.0,B_acmana_p --> B_acmana_e,,
A_TARTRtex_reverse_num4,1000.0,A_tartr__L_p --> A_tartr__L_e,,
B_EX_so2_e,0.0,B_so2_e --> ,,
B_PPCK,0.0,B_atp_c + B_oaa_c --> B_adp_c + B_co2_c + B_pep_c,1627.361672,0.0
A_EX_3hpppn_e,0.0,A_3hpppn_e --> ,,
A_SERtpp,0.0,A_ser__L_c --> A_ser__L_p,,
A_Zn2tex_num4,3.41e-05,A_zn2_e --> A_zn2_p,,
B_ENTCS,0.0,3.0 B_23dhba_c + 3.0 B_seramp_c --> 6.0 B_amp_c + B_enter_c + 9.0 B_h_c,463.16335549999997,0.0
B_fe3dcit_e_con_2,0.0,fe3dcit_e --> B_fe3dcit_e,,
A_EX_gln__L_e,0.0,A_gln__L_e --> ,,
A_SPMDtex_num3,0.0,A_spmd_e --> A_spmd_p,,
B_SERtex_num1,0.0,B_ser__L_e --> B_ser__L_p,,
A_RNDR3b_num4,0.0,A_cdp_c + A_grxrd_c --> A_dcdp_c + A_grxox_c + A_h2o_c,75.55139101,0.0
B_5DGLCNtex_num3,1000.0,B_5dglcn_e --> B_5dglcn_p,,
B_G1PP_num2,0.0,B_g1p_c + B_h2o_c --> B_glc__D_c + B_pi_c,431.2359153,0.0
B_CTBTabcpp,0.0,B_atp_c + B_ctbt_p + B_h2o_c --> B_adp_c + B_ctbt_c + B_h_c + B_pi_c,,
A_LIPOtex_reverse_num4,1000.0,A_lipoate_p --> A_lipoate_e,,
A_FRULYStex_num4,1000.0,A_frulys_e --> A_frulys_p,,
A_NOtex_reverse_num3,1000.0,A_no_p --> A_no_e,,
B_XMPtex_reverse_num4,0.0,B_xmp_p --> B_xmp_e,,
B_SULFACtex_num3,0.0,B_sulfac_e --> B_sulfac_p,,
A_HG2tex_reverse_num2,1000.0,A_hg2_p --> A_hg2_e,,
A_EX_rmn_e,0.0,A_rmn_e --> ,,
A_GLYCtex_num4,0.0,A_glyc_e --> A_glyc_p,,
B_DGMPtex_reverse_num4,0.0,B_dgmp_p --> B_dgmp_e,,
B_23dappa_e_con_2_reverse,0.0,B_23dappa_e --> 23dappa_e,,
A_CAT_num2,0.0,2.0 A_h2o2_c --> 2.0 A_h2o_c + A_o2_c,595.8858821,0.0
A_ACSERtpp_num2,0.0,A_acser_c --> A_acser_p,,
B_NTP10_num2,0.0,B_h2o_c + B_itp_c --> B_h_c + B_idp_c + B_pi_c,280.027846,0.0
A_EX_glyclt_e,0.0,A_glyclt_e --> ,,
B_DHNPA2r_reverse,0.0,B_6hmhpt_c + B_gcald_c --> B_dhnpt_c,101.71210190000001,0.0
B_GMPtex_reverse_num2,1000.0,B_gmp_p --> B_gmp_e,,
B_ACACT2r_num2,0.0,B_accoa_c + B_btcoa_c --> B_3ohcoa_c + B_coa_c,550.7853062,0.0
A_ASPtpp,0.0,A_asp__L_p --> A_asp__L_c,,
B_ala__L_e_con_2_reverse,0.0,B_ala__L_e --> ala__L_e,,
A_ASAD,0.0,A_aspsa_c + A_nadp_c + A_pi_c --> A_4pasp_c + A_h_c + A_nadph_c,373.79945489999994,0.0
A_HISabcpp,0.0,A_atp_c + A_h2o_c + A_his__L_p --> A_adp_c + A_h_c + A_his__L_c + A_pi_c,,
A_OBTFL_num3,0.0,A_2obut_c + A_coa_c --> A_for_c + A_ppcoa_c,192.0489158,0.0
B_TARTt2_3pp,0.0,3.0 B_h_p + B_tartr__D_p --> 3.0 B_h_c + B_tartr__D_c,,
A_PSCLYStex_reverse_num3,0.0,A_psclys_p --> A_psclys_e,,
B_AMPTASECG_num4,0.0,B_cgly_c + B_h2o_c --> B_cys__L_c + B_gly_c,765.7322779,0.0
B_ABTA_num2,0.0,B_4abut_c + B_akg_c --> B_glu__L_c + B_sucsal_c,,
B_DHPTDNRN,0.0,B_dhptdn_c + 3.0 B_h_c + B_nadh_c --> B_nad_c + B_thptdn_c,538.8930806,0.0
A_TSULtex_num4,0.0,A_tsul_e --> A_tsul_p,,
A_PGM_num2,0.0,A_2pg_c --> A_3pg_c,2920.0270739999996,0.0
B_din_e_con_2_reverse,0.0,B_din_e --> din_e,,
B_GLYBtex_num2,0.0,B_glyb_e --> B_glyb_p,,
A_GLCURtex_reverse_num1,0.0,A_glcur_p --> A_glcur_e,,
B_GLYC3Pt6pp,0.0,B_glyc3p_p + B_pi_c --> B_glyc3p_c + B_pi_p,,
B_HACD2_reverse_num2,0.0,B_3hhcoa_c + B_nad_c --> B_3ohcoa_c + B_h_c + B_nadh_c,515.1391718,0.0
B_GRTT,2.7799999999999266e-05,B_grdp_c + B_ipdp_c --> B_frdp_c + B_ppi_c,13.433002900000002,2e-06
B_adn_e_con_2_reverse,0.0,B_adn_e --> adn_e,,
B_CLPNS181pp_num2,0.0,2.0 B_pg181_p --> B_clpn181_p + B_glyc_p,444.6935094,0.0
B_PNTK,6.739999999999524e-05,B_atp_c + B_pnto__R_c --> B_4ppan_c + B_adp_c + B_h_c,13.36641016,5e-06
A_HYXNtex_reverse_num4,0.0,A_hxan_p --> A_hxan_e,,
A_G2PPpp_num2,0.0,A_glyc2p_p + A_h2o_p --> A_glyc_p + A_pi_p,266.499662,0.0
B_ILEabcpp,0.0,B_atp_c + B_h2o_c + B_ile__L_p --> B_adp_c + B_h_c + B_ile__L_c + B_pi_c,,
B_GSNtex_num1,0.0,B_gsn_e --> B_gsn_p,,
A_UAGAAT,0.003891200000000001,A_3hmrsACP_c + A_uacgam_c --> A_ACP_c + A_u3aga_c,188.9318626,2.1e-05
A_3AMPtex_num2,0.0,A_3amp_e --> A_3amp_p,,
B_NTD9_num2,0.0,B_gmp_c + B_h2o_c --> B_gsn_c + B_pi_c,361.5260869,0.0
A_DMSOtex_num3,1000.0,A_dmso_e --> A_dmso_p,,
B_pppn_e_con_2_reverse,0.0,B_pppn_e --> pppn_e,,
A_GLCtex_copy2_num1,1.5715708601118443,A_glc__D_e --> A_glc__D_p,,
B_cu2_e_con_2,0.0038286,cu2_e --> B_cu2_e,,
A_NTD9_num1,0.0,A_gmp_c + A_h2o_c --> A_gsn_c + A_pi_c,480.1285755,0.0
A_ALATA_L_num2,0.0,A_akg_c + A_ala__L_c --> A_glu__L_c + A_pyr_c,,
B_TYRPtex_num4,1000.0,B_tyrp_e --> B_tyrp_p,,
A_BUTt2rpp,0.0,A_but_p + A_h_p --> A_but_c + A_h_c,,
A_FRUptspp,0.0,A_fru_p + A_pep_c --> A_f1p_c + A_pyr_c,,
B_fecrm_e_con_2_reverse,0.0,B_fecrm_e --> fecrm_e,,
B_SPMDtex_num3,0.0,B_spmd_e --> B_spmd_p,,
B_GLYt4pp,0.0,B_gly_p + B_na1_p --> B_gly_c + B_na1_c,,
A_coumarate_c2e_reverse,0.0,A_coumarate_e --> A_coumarate_c,,
B_DOPAtex_reverse_num4,1000.0,B_dopa_p --> B_dopa_e,,
B_PYDXtex_reverse_num4,0.0,B_pydx_p --> B_pydx_e,,
A_AMALT2,0.0,A_malt_c + A_maltttr_c --> A_glc__D_c + A_maltpt_c,549.455597,0.0
A_AGPAT181,0.0,A_1odec11eg3p_c + A_octeACP_c --> A_ACP_c + A_pa181_c,2592.227766,0.0
B_IPPMIb,0.0,B_2ippm_c + B_h2o_c --> B_3c3hmp_c,321.3392222,0.0
B_HPPPNtex_num3,0.0,B_3hpppn_e --> B_3hpppn_p,,
B_CYSTL_num1,0.0,B_cyst__L_c + B_h2o_c --> B_hcys__L_c + B_nh4_c + B_pyr_c,97.14896144,0.0
A_NTD2_num2,0.0,A_h2o_c + A_ump_c --> A_pi_c + A_uri_c,361.4357534,0.0
B_FBP_num1,0.0,B_fdp_c + B_h2o_c --> B_f6p_c + B_pi_c,3997.1835119999996,0.0
A_PYK6,0.0,A_dtdp_c + A_h_c + A_pep_c --> A_dttp_c + A_pyr_c,116.1415429,0.0
A_HOMtex_reverse_num2,0.0,A_hom__L_p --> A_hom__L_e,,
B_XANtex_num4,1000.0,B_xan_e --> B_xan_p,,
B_PHEtex_reverse_num3,0.0,B_phe__L_p --> B_phe__L_e,,
A_ACACT1r_reverse_num2,0.0,A_aacoa_c + A_coa_c --> 2.0 A_accoa_c,303.9267201,0.0
A_ALLtex_reverse_num2,0.0,A_all__D_p --> A_all__D_e,,
B_NDPK4_num1,0.0026166,B_atp_c + B_dtdp_c --> B_adp_c + B_dttp_c,540.1339477000001,5e-06
B_SO2tex_num4,0.0,B_so2_e --> B_so2_p,,
A_CLtex_reverse_num2,0.0,A_cl_p --> A_cl_e,,
B_D_LACtex_num3,0.0,B_lac__D_e --> B_lac__D_p,,
A_IDONtex_num3,0.0,A_idon__L_e --> A_idon__L_p,,
A_CLtex_reverse_num1,1000.0,A_cl_p --> A_cl_e,,
B_METGLCURtex_reverse_num3,0.0,B_metglcur_p --> B_metglcur_e,,
B_RNTR3c2_num4,0.0,B_ctp_c + 2.0 B_flxr_c + 2.0 B_h_c --> B_dctp_c + 2.0 B_flxso_c + B_h2o_c,192.88428090000002,0.0
A_TYRPtex_num2,0.0,A_tyrp_e --> A_tyrp_p,,
B_GLCUR1Ptex_reverse_num1,0.0,B_glcur1p_p --> B_glcur1p_e,,
A_ATPPRT,0.009473800000000001,A_atp_c + A_prpp_c --> A_ppi_c + A_prbatp_c,118.6812001,8e-05
B_AGPAT161,0.007521400000000001,B_1hdec9eg3p_c + B_hdeACP_c --> B_ACP_c + B_pa161_c,20981.160669999997,0.0
B_acac_e_con_2,0.0,acac_e --> B_acac_e,,
A_23CUMPtex_num2,0.0,A_23cump_e --> A_23cump_p,,
A_URATEtex_num1,1000.0,A_urate_e --> A_urate_p,,
A_PDE1_num1,0.0,A_camp_c + A_h2o_c --> A_amp_c + A_h_c,684.7944913,0.0
B_AGMtex_reverse_num2,0.0,B_agm_p --> B_agm_e,,
B_ASCBtex_reverse_num1,0.0,B_ascb__L_p --> B_ascb__L_e,,
B_GLYALDtex_num3,0.0,B_glyald_e --> B_glyald_p,,
A_HSTPT,0.009473800000000001,A_glu__L_c + A_imacp_c --> A_akg_c + A_hisp_c,150.914059,6.3e-05
A_EX_tsul_e,0.0,A_tsul_e --> ,,
A_GLYtex_num3,0.0,A_gly_e --> A_gly_p,,
B_galct__D_e_con_2_reverse,0.0,B_galct__D_e --> galct__D_e,,
A_ALDD2y_num1,0.0,A_acald_c + A_h2o_c + A_nadp_c --> A_ac_c + 2.0 A_h_c + A_nadph_c,751.207683,0.0
